ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
13251	"ENSMUSG00000038248.9"	"Sobp"	chr10	-	42950588	42950684	43003774	43003923	42896977	42898914	43033903	43034089
13252	"ENSMUSG00000021013.17"	"Ttc8"	chr12	+	98938647	98938888	98940274	98940333	98930755	98930866	98940900	98941040
13253	"ENSMUSG00000021013.17"	"Ttc8"	chr12	+	98938647	98938888	98940274	98940469	98930755	98930866	98940900	98941040
13254	"ENSMUSG00000021013.17"	"Ttc8"	chr12	+	98938647	98938888	98940274	98940738	98930755	98930866	98940900	98941040
13255	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266747	157266855	157281125	157281193	157266311	157266334	157297510	157297687
13256	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266747	157266855	157281125	157281197	157266311	157266334	157297510	157297687
13257	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266763	157266855	157271919	157272235	157266311	157266334	157273529	157273635
13258	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266763	157266855	157271919	157272267	157266311	157266334	157273529	157273635
13259	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266763	157266855	157273529	157273602	157266311	157266334	157281120	157281197
13260	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266763	157266855	157273529	157273635	157266311	157266334	157281120	157281197
13261	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266763	157266855	157281125	157281193	157266311	157266334	157297510	157297687
13262	"ENSMUSG00000027646.16"	"Src"	chr2	+	157266763	157266855	157281125	157281197	157266311	157266334	157297510	157297687
13263	"ENSMUSG00000027646.16"	"Src"	chr2	+	157303862	157303895	157304334	157304409	157300762	157300780	157304629	157304728
13264	"ENSMUSG00000018634.11"	"Crhr1"	chr11	+	104057080	104057156	104059368	104059557	104054629	104054715	104059881	104059988
13265	"ENSMUSG00000025375.16"	"Aatk"	chr11	-	119904471	119904560	119906283	119906418	119904273	119904395	119906931	119907019
13266	"ENSMUSG00000025375.16"	"Aatk"	chr11	-	119904475	119904560	119906283	119906418	119904273	119904395	119906931	119907019
13267	"ENSMUSG00000025375.16"	"Aatk"	chr11	-	119904511	119904560	119906283	119906418	119904273	119904395	119906931	119907019
13268	"ENSMUSG00000025375.16"	"Aatk"	chr11	-	119907553	119907633	119909631	119909718	119907138	119907257	119912227	119912361
13269	"ENSMUSG00000025375.16"	"Aatk"	chr11	-	119907553	119907633	119909631	119909948	119907138	119907257	119912227	119912361
13270	"ENSMUSG00000025375.16"	"Aatk"	chr11	-	119914074	119914505	119937411	119937557	119912227	119912361	119937694	119937896
13271	"ENSMUSG00000027680.16"	"Fxr1"	chr3	+	34106122	34106152	34107002	34107099	34104223	34104302	34108370	34108480
13272	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084133	76084239	76084684	76084800	76083642	76083833	76085538	76085737
13273	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084133	76084239	76084683	76084798	76083642	76083833	76085538	76085965
13274	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084133	76084239	76084684	76084798	76083642	76083833	76085538	76085965
13275	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084141	76084239	76084683	76084800	76083642	76083833	76085538	76085737
13276	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084141	76084239	76084684	76084800	76083642	76083833	76085538	76085737
13277	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084141	76084239	76084683	76084798	76083642	76083833	76085538	76085965
13278	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084141	76084239	76084684	76084798	76083642	76083833	76085538	76085965
13279	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43804049	43804165	43810840	43810962	43799680	43799724	43813976	43814036
13280	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43840396	43840522	43841691	43841784	43836404	43836465	43844512	43844556
13281	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43840482	43840522	43841691	43841784	43836404	43836465	43844512	43844556
13282	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43840501	43840522	43841691	43841784	43836404	43836465	43844512	43844556
13283	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43849028	43849117	43864802	43864918	43846509	43846537	43866774	43866960
13284	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963371	6963462	6963636	6963854	6963172	6963208	6964141	6964184
13285	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963371	6963462	6963657	6963854	6963172	6963208	6964141	6964184
13286	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963371	6963462	6963661	6963854	6963172	6963208	6964141	6964184
13287	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963371	6963854	6964141	6964184	6963172	6963208	6964719	6964997
13288	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963377	6963462	6963636	6963854	6963172	6963208	6964141	6964184
13289	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963377	6963462	6963657	6963854	6963172	6963208	6964141	6964184
13290	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963377	6963462	6963661	6963854	6963172	6963208	6964141	6964184
13291	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963377	6963854	6964141	6964184	6963172	6963208	6964719	6964997
13292	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963388	6963462	6963636	6963854	6963172	6963208	6964141	6964184
13293	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963388	6963462	6963661	6963854	6963172	6963208	6964141	6964184
13294	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963392	6963462	6963636	6963854	6963172	6963208	6964141	6964184
13295	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963392	6963462	6963657	6963854	6963172	6963208	6964141	6964184
13296	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963392	6963462	6963661	6963854	6963172	6963208	6964141	6964184
13297	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963392	6963854	6964141	6964184	6963172	6963208	6964719	6964997
13298	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963398	6963462	6963636	6963854	6963172	6963208	6964141	6964184
13299	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963398	6963462	6963657	6963854	6963172	6963208	6964141	6964184
13300	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963398	6963462	6963661	6963854	6963172	6963208	6964141	6964184
13301	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963398	6963854	6964141	6964184	6963172	6963208	6964719	6964997
13302	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963636	6963854	6964141	6964184	6963172	6963208	6964719	6964997
13303	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963636	6963854	6964141	6964184	6963388	6963462	6964719	6964997
13304	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963661	6963854	6964141	6964184	6963172	6963208	6964719	6964997
13305	"ENSMUSG00000025485.14"	"Ric8a"	chr7	+	140441208	140441353	140441712	140441872	140440985	140441130	140442223	140442872
13306	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33912153	33912332	33912804	33912992	33903603	33903824	33917340	33917518
13307	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33912153	33912332	33916606	33916681	33903603	33903824	33917340	33917518
13308	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33912804	33912992	33916606	33916681	33903603	33903824	33917340	33917518
13309	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191786400	191786535	191792943	191793001	191786051	191786167	191800568	191800646
13310	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103877069	103877126	103893068	103893230	103876240	103876446	103898353	103898527
13311	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103894742	103894877	103895930	103896211	103893068	103893225	103898353	103898527
13312	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	8682824	8682882	8692361	8692459	8677293	8677376	8695002	8695105
13313	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	8952384	8952438	9066770	9066842	8874140	8874194	9069409	9069473
13314	"ENSMUSG00000019907.11"	"Ppp1r12a"	chr10	+	108089185	108089356	108095616	108095706	108088617	108088785	108096696	108096897
13315	"ENSMUSG00000121191.2"	"Gm33841"	chr2	+	61369470	61369538	61369564	61369650	61363829	61364171	61370679	61370824
13316	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149699150	149699260	149702265	149702380	149698506	149698629	149710543	149710573
13317	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149699195	149699260	149702265	149702380	149698506	149698629	149710543	149710573
13318	"ENSMUSG00000014769.11"	"Psmb1"	chr17	-	15697576	15697683	15710417	15710432	15695282	15696467	15713359	15713441
13319	"ENSMUSG00000022094.16"	"Slc39a14"	chr14	-	70551049	70551102	70553112	70553282	70548304	70548424	70553886	70554073
13320	"ENSMUSG00000059005.14"	"Hnrnpa3"	chr2	+	75493914	75493956	75494016	75494058	75493004	75493100	75495371	75495494
13321	"ENSMUSG00000106423.2"	"Gm42825"	chr3	+	124634698	124634791	124703732	124703899	124633157	124633225	124714272	124714381
13322	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163694238	163694268	163694958	163695006	163693007	163693106	163696269	163696355
13323	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163694238	163694536	163694958	163695006	163693007	163693106	163696269	163696355
13324	"ENSMUSG00000029054.9"	"Gabrd"	chr4	-	155474286	155474362	155481880	155482238	155473390	155473503	155482351	155482569
13325	"ENSMUSG00000029054.9"	"Gabrd"	chr4	-	155474286	155474362	155482098	155482238	155473390	155473503	155482351	155482569
13326	"ENSMUSG00000058318.17"	"Phf21a"	chr2	+	92016895	92016954	92017397	92017753	92015827	92015933	92044393	92044434
13327	"ENSMUSG00000058318.17"	"Phf21a"	chr2	+	92021210	92021320	92042490	92042578	92017388	92017753	92044393	92044943
13328	"ENSMUSG00000103603.3"	"Gm37020"	chr1	-	37173005	37173129	37173650	37173875	37171353	37172793	37189060	37189094
13329	"ENSMUSG00000103603.3"	"Gm37020"	chr1	-	37173081	37173129	37173650	37173875	37171353	37172793	37189060	37189094
13330	"ENSMUSG00000014077.14"	"Chp1"	chr2	+	119397138	119397211	119402248	119402376	119391211	119391284	119411175	119411237
13331	"ENSMUSG00000034252.15"	"Senp6"	chr9	+	79994696	79994805	79997130	79997188	79974774	79974854	79999548	79999694
13332	"ENSMUSG00000029478.17"	"Ncor2"	chr5	-	125096882	125097110	125099934	125100210	125095874	125096054	125100564	125100710
13333	"ENSMUSG00000029478.17"	"Ncor2"	chr5	-	125097023	125097110	125099934	125100210	125095874	125096054	125100564	125100710
13334	"ENSMUSG00000023034.8"	"Nr4a1"	chr15	+	101152535	101152549	101155260	101155274	101152149	101152232	101156188	101156307
13335	"ENSMUSG00000023034.8"	"Nr4a1"	chr15	+	101156188	101156256	101158535	101158720	101152149	101152232	101167963	101168850
13336	"ENSMUSG00000023034.8"	"Nr4a1"	chr15	+	101156188	101156307	101158535	101158720	101152149	101152232	101167963	101168850
13337	"ENSMUSG00000021395.12"	"Spin1"	chr13	+	51277123	51277324	51281960	51282008	51254915	51255026	51293392	51293646
13338	"ENSMUSG00000039533.9"	"Mmd2"	chr5	-	142553619	142553689	142555220	142555436	142548112	142550696	142560551	142560626
13339	"ENSMUSG00000042807.16"	"Hecw2"	chr1	-	54158134	54158197	54220434	54220521	54079359	54079686	54234134	54234327
13340	"ENSMUSG00000027411.18"	"Vps16"	chr2	+	130280702	130280825	130280965	130280975	130280488	130280604	130281355	130281445
13341	"ENSMUSG00000027411.18"	"Vps16"	chr2	+	130280787	130280825	130280965	130280975	130280488	130280604	130281355	130281445
13342	"ENSMUSG00000027411.18"	"Vps16"	chr2	+	130280787	130280825	130280965	130281021	130280488	130280604	130281355	130281445
13343	"ENSMUSG00000036062.14"	"Phf24"	chr4	+	42918889	42918902	42920105	42920230	42917333	42917414	42922566	42922693
13344	"ENSMUSG00000036062.14"	"Phf24"	chr4	+	42918889	42919041	42920105	42920230	42917333	42917414	42922566	42922693
13345	"ENSMUSG00000036062.14"	"Phf24"	chr4	+	42918889	42919279	42920105	42920230	42917333	42917414	42922566	42922693
13346	"ENSMUSG00000026201.13"	"Stk16"	chr1	+	75189606	75189650	75189697	75189872	75189267	75189377	75190219	75190341
13347	"ENSMUSG00000037339.18"	"Fam53a"	chr5	-	33765293	33765571	33767775	33767830	33757699	33758224	33771946	33772178
13348	"ENSMUSG00000037339.18"	"Fam53a"	chr5	-	33779827	33779857	33781049	33781141	33772158	33772178	33786196	33786966
13349	"ENSMUSG00000001985.10"	"Grik3"	chr4	+	125393602	125393720	125485010	125485149	125384492	125384738	125517273	125517450
13350	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5267857	5267896	5581742	5581775	5124664	5125008	5991468	5991531
13351	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5771282	5771350	5812060	5812148	5703450	5703728	5991468	5991531
13352	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5771282	5771350	5816325	5816430	5703450	5703728	5991468	5991531
13353	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5771282	5771350	5957845	5957959	5703450	5703728	5991468	5991531
13354	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5771282	5771350	5975923	5976070	5703450	5703728	5991468	5991531
13355	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5812060	5812148	5816325	5816430	5703450	5703728	5991468	5991531
13356	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5812060	5812148	5957845	5957959	5703450	5703728	5991468	5991531
13357	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5812060	5812148	5975923	5976070	5703450	5703728	5991468	5991531
13358	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5816325	5816430	5957845	5957959	5703450	5703728	5991468	5991531
13359	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5816325	5816430	5975923	5976070	5703450	5703728	5991468	5991531
13360	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	5957845	5957959	5975923	5976070	5703450	5703728	5991468	5991531
13361	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6029331	6029428	6107750	6107837	5991468	5991531	6305682	6305730
13362	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6029331	6029428	6191811	6191873	5991468	5991531	6305682	6305730
13363	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6107750	6107837	6191811	6191873	5991468	5991531	6305682	6305730
13364	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6183318	6183468	6199080	6199148	6167001	6167095	6305682	6305730
13365	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6183318	6183468	6262099	6262210	6167001	6167095	6305682	6305730
13366	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6183318	6183468	6262099	6262279	6167001	6167095	6305682	6305730
13367	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6199080	6199148	6262099	6262210	6167001	6167095	6305682	6305730
13368	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6199080	6199148	6262099	6262279	6167001	6167095	6305682	6305730
13369	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454389	6454520	6491025	6491303	6305682	6305730	6627070	6627112
13370	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454389	6454520	6555490	6555643	6305682	6305730	6627070	6627112
13371	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454389	6454520	6627070	6627112	6305682	6305730	7042174	7042414
13372	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454389	6454520	6627070	6627116	6305682	6305730	7042174	7042414
13373	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454389	6454520	6627070	6627275	6305682	6305730	7042174	7042414
13374	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454448	6454520	6491025	6491303	6305682	6305730	6627070	6627112
13375	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454448	6454520	6555490	6555643	6305682	6305730	6627070	6627112
13376	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454448	6454520	6627070	6627112	6305682	6305730	7042174	7042414
13377	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454448	6454520	6627070	6627116	6305682	6305730	7042174	7042414
13378	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6454448	6454520	6627070	6627275	6305682	6305730	7042174	7042414
13379	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6491025	6491303	6555490	6555643	6305682	6305730	6627070	6627112
13380	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6627070	6627112	7042174	7042462	6305682	6305730	7094888	7095032
13381	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6633055	6633268	6771394	6771481	6627085	6627112	7042174	7042414
13382	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6633055	6633268	6840206	6840325	6627085	6627112	7042174	7042414
13383	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	6771394	6771481	6840206	6840325	6627085	6627112	7042174	7042414
13384	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7094891	7095032	7103341	7103395	7042174	7042414	7110048	7110141
13385	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7103341	7103395	7110048	7110143	7094888	7095032	7111933	7111994
13386	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7109939	7109992	7110048	7110141	7103341	7103395	7111933	7111994
13387	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7109939	7109992	7110048	7110143	7103341	7103395	7111933	7111994
13388	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7109939	7109992	7110981	7111049	7103341	7103395	7111933	7111994
13389	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7109939	7110141	7110981	7111049	7103341	7103395	7111933	7111994
13390	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7109939	7110143	7110981	7111049	7103341	7103395	7111933	7111994
13391	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7110048	7110141	7110981	7111049	7103341	7103395	7111933	7111994
13392	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7110048	7110143	7110981	7111049	7103341	7103395	7111933	7111994
13393	"ENSMUSG00000008658.18"	"Rbfox1"	chr16	+	7124271	7124325	7148225	7148302	7111933	7111994	7170795	7170928
13394	"ENSMUSG00000042272.18"	"Sestd1"	chr2	-	77071944	77072065	77075360	77075430	77064992	77065083	77096019	77096112
13395	"ENSMUSG00000042272.18"	"Sestd1"	chr2	-	77075360	77075430	77076516	77076688	77071956	77072065	77096019	77096112
13396	"ENSMUSG00000042272.18"	"Sestd1"	chr2	-	77075360	77075430	77096019	77096109	77071956	77072065	77110898	77110936
13397	"ENSMUSG00000042272.18"	"Sestd1"	chr2	-	77096019	77096109	77103648	77103759	77075360	77075430	77110898	77110936
13398	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	89999015	89999166	90096514	90096680	89912837	89913004	90143430	90143567
13399	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	89999024	89999166	90096514	90096680	89912837	89913004	90143430	90143567
13400	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	89999053	89999166	90096514	90096680	89912837	89913004	90143430	90143567
13401	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	89999056	89999166	90096514	90096680	89912837	89913004	90143430	90143567
13402	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90359290	90359410	90367667	90367769	90348676	90348737	90412950	90413057
13403	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90730960	90731068	90750554	90750707	90516628	90516781	90757157	90757286
13404	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90730960	90731068	90750557	90750707	90516628	90516781	90757157	90757286
13405	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90733108	90733288	90750554	90750707	90730960	90731068	90757157	90757286
13406	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90733108	90733288	90750557	90750707	90730960	90731068	90757157	90757286
13407	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90733138	90733288	90748777	90748871	90731039	90731068	90750554	90750629
13408	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90733138	90733288	90748777	90748871	90731039	90731068	90750557	90750629
13409	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90733138	90733288	90748777	90748871	90731039	90731068	90757157	90757286
13410	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90733138	90733288	90750503	90750629	90731039	90731068	90757157	90757286
13411	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90733138	90733288	90750503	90750707	90731039	90731068	90757157	90757286
13412	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90748777	90748871	90750503	90750629	90731039	90731068	90757157	90757286
13413	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90748777	90748871	90750503	90750707	90731039	90731068	90757157	90757286
13414	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90748777	90748871	90750557	90750629	90733210	90733288	90757157	90757286
13415	"ENSMUSG00000058589.16"	"Anks1b"	chr10	+	90748777	90748871	90750557	90750707	90733210	90733288	90757157	90757286
13416	"ENSMUSG00000027035.11"	"Cers6"	chr2	+	68764858	68764964	68777570	68777686	68691784	68692149	68833090	68833148
13417	"ENSMUSG00000032883.16"	"Acsl3"	chr1	+	78651739	78651788	78658293	78658329	78635599	78635820	78659309	78659727
13418	"ENSMUSG00000022009.2"	"Nufip1"	chr14	+	76353208	76353300	76356642	76356709	76352417	76352480	76361925	76362018
13419	"ENSMUSG00000022009.2"	"Nufip1"	chr14	+	76353223	76353300	76356642	76356709	76352417	76352480	76361925	76362018
13420	"ENSMUSG00000029769.18"	"Ccdc136"	chr6	+	29419100	29419382	29422035	29422096	29417930	29418152	29426623	29426947
13421	"ENSMUSG00000054280.15"	"Prr14l"	chr5	-	32989148	32989202	32992959	32993155	32984301	32988895	33001387	33001908
13422	"ENSMUSG00000054280.15"	"Prr14l"	chr5	-	32992959	32993032	33001387	33001839	32989148	32989202	33009225	33009342
13423	"ENSMUSG00000054280.15"	"Prr14l"	chr5	-	33001387	33001908	33009225	33009340	32992959	32993032	33011436	33011600
13424	"ENSMUSG00000056167.9"	"Cnot10"	chr9	-	114420583	114420737	114422504	114422580	114415033	114415407	114426546	114427903
13425	"ENSMUSG00000056167.9"	"Cnot10"	chr9	-	114430409	114430523	114439712	114439790	114424904	114427903	114442691	114442868
13426	"ENSMUSG00000062995.13"	"Ica1"	chr6	-	8653496	8653535	8653629	8653689	8643972	8644242	8656361	8656408
13427	"ENSMUSG00000062995.13"	"Ica1"	chr6	-	8653496	8653535	8653629	8653748	8643972	8644242	8656361	8656408
13428	"ENSMUSG00000062995.13"	"Ica1"	chr6	-	8653496	8653535	8653629	8653770	8643972	8644242	8656361	8656408
13429	"ENSMUSG00000015536.15"	"Mocs2"	chr13	+	114957076	114957482	114961102	114961230	114955871	114955993	114961746	114961770
13430	"ENSMUSG00000015536.15"	"Mocs2"	chr13	+	114957076	114957482	114961102	114961230	114955871	114955993	114962693	114962817
13431	"ENSMUSG00000015536.15"	"Mocs2"	chr13	+	114961107	114961230	114961746	114961770	114957337	114957482	114962693	114962817
13432	"ENSMUSG00000028243.6"	"Ubxn2b"	chr4	+	6198000	6198084	6201342	6201455	6196410	6196514	6202291	6202442
13433	"ENSMUSG00000028243.6"	"Ubxn2b"	chr4	+	6198000	6198110	6201342	6201455	6196410	6196514	6202291	6202442
13434	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80286233	80286333	80298030	80298058	80281796	80281910	80300575	80300773
13435	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80286233	80286333	80299501	80299597	80281796	80281910	80300575	80300773
13436	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80286233	80286333	80299501	80299629	80281796	80281910	80300575	80300773
13437	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80286233	80286333	80299501	80299647	80281796	80281910	80300575	80300773
13438	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80286233	80286333	80299501	80299653	80281796	80281910	80300575	80300773
13439	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80286233	80286333	80299501	80299629	80281796	80281910	80300703	80300773
13440	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80298030	80298058	80299501	80299597	80281796	80281910	80300575	80300773
13441	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80298030	80298058	80299501	80299629	80281796	80281910	80300575	80300773
13442	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80298030	80298058	80299501	80299647	80281796	80281910	80300575	80300773
13443	"ENSMUSG00000004364.15"	"Cul3"	chr1	-	80298030	80298058	80299501	80299653	80281796	80281910	80300575	80300773
13444	"ENSMUSG00000021843.18"	"Ktn1"	chr14	+	47889718	47889843	47892078	47892184	47886850	47886896	47901212	47901772
13445	"ENSMUSG00000037902.19"	"Sirpa"	chr2	+	129457366	129457684	129458142	129458384	129450823	129451180	129460376	129460490
13446	"ENSMUSG00000028931.13"	"Kcnab2"	chr4	-	152510061	152510299	152514884	152515234	152497273	152497317	152519238	152519280
13447	"ENSMUSG00000028931.13"	"Kcnab2"	chr4	-	152510061	152510299	152515019	152515234	152497273	152497317	152519238	152519280
13448	"ENSMUSG00000028931.13"	"Kcnab2"	chr4	-	152510061	152510299	152515071	152515234	152497273	152497317	152519238	152519280
13449	"ENSMUSG00000033159.15"	"Cnppd1"	chr1	-	75118052	75118147	75118203	75118413	75117541	75117650	75118701	75119282
13450	"ENSMUSG00000033159.15"	"Cnppd1"	chr1	-	75118059	75118147	75118203	75118413	75117541	75117650	75118701	75119282
13451	"ENSMUSG00000023044.3"	"Csad"	chr15	-	102099755	102099817	102111636	102111695	102097369	102097397	102112573	102112870
13452	"ENSMUSG00000023044.3"	"Csad"	chr15	-	102105115	102105253	102109132	102109218	102097369	102097397	102110878	102111009
13453	"ENSMUSG00000023044.3"	"Csad"	chr15	-	102105115	102105253	102109132	102109517	102097369	102097397	102110878	102111009
13454	"ENSMUSG00000028530.15"	"Jak1"	chr4	-	101076497	101076639	101116811	101116891	101050979	101051060	101122238	101122479
13455	"ENSMUSG00000026944.19"	"Abca2"	chr2	+	25329078	25329166	25329228	25329551	25328812	25328977	25330536	25330733
13456	"ENSMUSG00000020650.16"	"Bcap29"	chr12	-	31667060	31667179	31674113	31674249	31650642	31650743	31676724	31676875
13457	"ENSMUSG00000026433.14"	"Rab29"	chr1	+	131798422	131798599	131799804	131799926	131797687	131797742	131800203	131800240
13458	"ENSMUSG00000056296.18"	"Synpr"	chr14	-	9140041	9140097	9148673	9148845	8976214	8976255	9184556	9184622
13459	"ENSMUSG00000056296.18"	"Synpr"	chr14	-	9140041	9140100	9148673	9148845	8976214	8976255	9184556	9184622
13460	"ENSMUSG00000038733.15"	"Wdr26"	chr1	-	181006070	181006281	181008030	181008213	181005239	181005396	181008868	181009054
13461	"ENSMUSG00000038733.15"	"Wdr26"	chr1	-	181006070	181006281	181008149	181008213	181005239	181005396	181008868	181009054
13462	"ENSMUSG00000064329.15"	"Scn1a"	chr2	-	66118066	66118120	66119217	66119498	66116254	66116392	66127096	66127219
13463	"ENSMUSG00000064329.15"	"Scn1a"	chr2	-	66195389	66195437	66201362	66201442	66181257	66181570	66240205	66240408
13464	"ENSMUSG00000064329.15"	"Scn1a"	chr2	-	66195389	66195437	66207651	66207738	66181257	66181570	66240205	66240408
