ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10553	"ENSMUSG00000015467.15"	"Egfl8"	chr17	-	34832703	34833065	34832703	34832904	34832982	34833065	10553	1,2,0,0	11,3,7,1	3,0,3	4,16,14	227	149	1	1.0	0.056,0.304,0.0,0.0	0.33,0.0,0.123	-0.061
10554	"ENSMUSG00000030105.9"	"Arl8b"	chr6	+	108795205	108795653	108795205	108795273	108795478	108795653	10554	1,14,0,3	0,0,0,2	5,2,0	0,0,0	354	149	1	1.0	1.0,1.0,NA,0.387	1.0,1.0,NA	-0.204
10555	"ENSMUSG00000030105.9"	"Arl8b"	chr6	+	108795205	108795653	108795205	108795273	108795503	108795653	10555	1,17,0,3	613,892,563,801	9,4,0	729,706,654	379	149	1	1.0	0.001,0.007,0.0,0.001	0.005,0.002,0.0	-0.0
10556	"ENSMUSG00000020328.11"	"Nudcd2"	chr11	+	40626844	40627239	40626844	40626893	40626975	40627239	10556	2,9,4,8	2,0,0,0	1,3,12	0,0,0	231	149	1	1.0	0.392,1.0,1.0,1.0	1.0,1.0,1.0	-0.152
10557	"ENSMUSG00000087341.6"	"0610040F04Rik"	chr6	-	108577008	108577427	108577008	108577175	108577347	108577427	10557	2,0,1,0	1,0,0,0	0,0,0	0,1,0	321	149	1	1.0	0.481,NA,1.0,NA	NA,0.0,NA	0.74
10558	"ENSMUSG00000028910.13"	"Mecr"	chr4	+	131570815	131571279	131570815	131570989	131571105	131571279	10558	22,24,18,17	5,1,0,1	14,17,24	0,1,0	265	149	1	1.0	0.712,0.931,1.0,0.905	1.0,0.905,1.0	-0.081
10559	"ENSMUSG00000028910.13"	"Mecr"	chr4	+	131588071	131588539	131588071	131588174	131588487	131588539	10559	4,17,29,6	6,15,15,5	4,10,2	3,9,21	462	149	0.32920113323	1.0	0.177,0.268,0.384,0.279	0.301,0.264,0.03	0.079
10560	"ENSMUSG00000028910.13"	"Mecr"	chr4	+	131588047	131588543	131588047	131588239	131588487	131588543	10560	2,10,15,2	0,4,0,2	0,3,1	0,0,0	397	149	1	1.0	1.0,0.484,1.0,0.273	NA,1.0,1.0	-0.311
10561	"ENSMUSG00000005362.15"	"Crbn"	chr6	-	106765708	106767952	106765708	106765958	106767792	106767952	10561	5,7,12,5	1,0,0,0	21,5,6	0,0,0	1983	149	1	1.0	0.273,1.0,1.0,1.0	1.0,1.0,1.0	-0.182
10562	"ENSMUSG00000064293.15"	"Cntn4"	chr6	+	105654735	105655000	105654735	105654851	105654976	105655000	10562	2,3,0,0	0,0,0,0	4,4,0	2,0,0	274	149	1	1.0	1.0,1.0,NA,NA	0.521,1.0,NA	0.24
10563	"ENSMUSG00000026924.18"	"Sec16a"	chr2	-	26300730	26301181	26300730	26300965	26301098	26301181	10563	11,12,12,6	0,1,3,0	0,7,6	0,0,0	282	149	1	1.0	1.0,0.864,0.679,1.0	NA,1.0,1.0	-0.114
10564	"ENSMUSG00000026924.18"	"Sec16a"	chr2	-	26305293	26305705	26305293	26305413	26305645	26305705	10564	14,17,6,5	87,130,88,79	4,9,10	114,85,108	381	149	1	1.0	0.059,0.049,0.026,0.024	0.014,0.04,0.035	0.01
10565	"ENSMUSG00000026924.18"	"Sec16a"	chr2	-	26305318	26305705	26305318	26305413	26305646	26305705	10565	8,11,2,5	0,0,0,0	3,6,7	1,0,0	382	149	1	1.0	1.0,1.0,1.0,1.0	0.539,1.0,1.0	0.154
10566	"ENSMUSG00000026924.18"	"Sec16a"	chr2	-	26306132	26306439	26306132	26306202	26306382	26306439	10566	34,35,28,33	0,0,0,0	44,22,34	0,3,0	329	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.769,1.0	0.077
10567	"ENSMUSG00000026924.18"	"Sec16a"	chr2	-	26306132	26306439	26306132	26306240	26306382	26306439	10567	18,15,27,28	80,116,65,71	21,10,6	127,76,91	291	149	1	1.0	0.103,0.062,0.175,0.168	0.078,0.063,0.033	0.069
10568	"ENSMUSG00000026924.18"	"Sec16a"	chr2	-	26306132	26306439	26306132	26306269	26306382	26306439	10568	17,16,26,29	3,3,1,2	18,6,1	0,0,1	262	149	1	1.0	0.763,0.752,0.937,0.892	1.0,1.0,0.363	0.048
10569	"ENSMUSG00000026924.18"	"Sec16a"	chr2	-	26319077	26319524	26319077	26319135	26319385	26319524	10569	0,5,1,0	66,113,59,90	0,0,0	77,85,112	399	149	1	1.0	0.0,0.016,0.006,0.0	0.0,0.0,0.0	0.005
10570	"ENSMUSG00000033768.18"	"Nrxn2"	chr19	+	6513860	6514105	6513860	6513877	6514050	6514105	10570	12,23,19,31	0,0,0,2	16,9,18	0,0,0	322	149	1	1.0	1.0,1.0,1.0,0.878	1.0,1.0,1.0	-0.03
10571	"ENSMUSG00000019139.11"	"Isyna1"	chr8	+	71047478	71047813	71047478	71047634	71047788	71047813	10571	1,5,1,3	155,184,116,92	17,5,2	193,139,160	303	149	1	1.0	0.003,0.013,0.004,0.016	0.042,0.017,0.006	-0.013
10572	"ENSMUSG00000019139.11"	"Isyna1"	chr8	+	71048010	71048453	71048010	71048204	71048354	71048453	10572	3,0,9,5	170,195,111,146	2,8,0	153,157,127	299	149	1	1.0	0.009,0.0,0.039,0.017	0.006,0.025,0.0	0.006
10573	"ENSMUSG00000019139.11"	"Isyna1"	chr8	+	71048897	71049417	71048897	71049062	71049180	71049417	10573	29,21,44,45	0,0,0,0	22,31,34	0,0,3	267	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.863	0.046
10574	"ENSMUSG00000019139.11"	"Isyna1"	chr8	+	71049180	71049561	71049180	71049259	71049343	71049561	10574	6,14,8,16	157,257,202,177	15,13,10	180,170,202	233	149	1	1.0	0.024,0.034,0.025,0.055	0.051,0.047,0.031	-0.009
10575	"ENSMUSG00000019139.11"	"Isyna1"	chr8	+	71049380	71049841	71049380	71049561	71049646	71049841	10575	10,7,12,13	200,218,174,184	14,2,3	157,189,182	234	149	1	1.0	0.031,0.02,0.042,0.043	0.054,0.007,0.01	0.01
10576	"ENSMUSG00000041199.4"	"Rpusd1"	chr17	+	25947137	25947620	25947137	25947365	25947496	25947620	10576	19,36,47,36	124,160,99,121	20,35,12	129,150,111	280	149	1	1.0	0.075,0.107,0.202,0.137	0.076,0.11,0.054	0.05
10577	"ENSMUSG00000041199.4"	"Rpusd1"	chr17	+	25947496	25947905	25947496	25947620	25947799	25947905	10577	2,7,2,2	151,203,183,211	4,3,1	219,207,165	328	149	1	1.0	0.006,0.015,0.005,0.004	0.008,0.007,0.003	0.002
10578	"ENSMUSG00000004263.16"	"Atn1"	chr6	-	124726424	124726777	124726424	124726562	124726709	124726777	10578	8,9,6,5	304,292,205,127	2,3,2	392,272,360	296	149	1	1.0	0.013,0.015,0.015,0.019	0.003,0.006,0.003	0.011
10579	"ENSMUSG00000030061.17"	"Uba3"	chr6	-	97179974	97180555	97179974	97180135	97180434	97180555	10579	7,3,0,9	0,0,10,3	5,12,0	2,0,2	448	149	1	1.0	1.0,1.0,0.0,0.499	0.454,1.0,0.0	0.14
10580	"ENSMUSG00000069045.12"	"Ddx3y"	chrY	-	1265574	1265972	1265574	1265719	1265828	1265972	10580	0,0,7,0	92,188,150,113	3,1,0	86,107,94	258	149	1	1.0	0.0,0.0,0.026,0.0	0.02,0.005,0.0	-0.002
10581	"ENSMUSG00000028953.11"	"Abcf2"	chr5	-	24773202	24773621	24773202	24773313	24773564	24773621	10581	19,20,42,19	282,464,240,328	34,24,31	451,355,351	400	149	1	1.0	0.024,0.016,0.061,0.021	0.027,0.025,0.032	0.003
10582	"ENSMUSG00000028953.11"	"Abcf2"	chr5	-	24773735	24774149	24773735	24773855	24774068	24774149	10582	4,1,17,6	259,463,258,319	10,2,3	414,391,381	362	149	1	1.0	0.006,0.001,0.026,0.008	0.01,0.002,0.003	0.005
10583	"ENSMUSG00000035713.16"	"Usp35"	chr7	-	96963936	96964385	96963936	96964134	96964286	96964385	10583	20,17,8,15	0,0,5,5	18,7,16	1,6,0	301	149	1	1.0	1.0,1.0,0.442,0.598	0.899,0.366,1.0	0.005
10584	"ENSMUSG00000035713.16"	"Usp35"	chr7	-	96963936	96964385	96963936	96964134	96964293	96964385	10584	20,17,9,15	0,0,1,4	18,7,16	0,0,2	308	149	1	1.0	1.0,1.0,0.813,0.645	1.0,1.0,0.795	-0.067
10585	"ENSMUSG00000034245.11"	"Hdac11"	chr6	+	91134145	91134527	91134145	91134282	91134378	91134527	10585	24,25,25,15	0,0,0,2	43,30,33	0,0,0	245	149	1	1.0	1.0,1.0,1.0,0.82	1.0,1.0,1.0	-0.045
10586	"ENSMUSG00000034245.11"	"Hdac11"	chr6	+	91134145	91134527	91134145	91134289	91134378	91134527	10586	24,25,25,15	0,0,0,1	43,30,33	2,0,0	238	149	1	1.0	1.0,1.0,1.0,0.904	0.931,1.0,1.0	-0.001
10587	"ENSMUSG00000034245.11"	"Hdac11"	chr6	+	91143224	91143521	91143224	91143267	91143400	91143521	10587	40,23,23,12	0,2,2,3	29,54,25	0,0,0	282	149	1	1.0	1.0,0.859,0.859,0.679	1.0,1.0,1.0	-0.151
10588	"ENSMUSG00000030088.16"	"Aldh1l1"	chr6	+	90546454	90546871	90546454	90546546	90546774	90546871	10588	0,1,2,1	93,152,94,66	2,3,1	147,135,109	377	149	1	1.0	0.0,0.003,0.008,0.006	0.005,0.009,0.004	-0.002
10590	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35310546	35310929	35310546	35310633	35310794	35310929	10590	4,14,5,18	4,1,4,1	14,13,5	2,4,0	310	149	0.853396647172	1.0	0.325,0.871,0.375,0.896	0.771,0.61,1.0	-0.177
10591	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35315285	35315580	35315285	35315353	35315457	35315580	10591	3,7,10,7	294,335,223,215	6,3,3	303,275,330	253	149	1	1.0	0.006,0.012,0.026,0.019	0.012,0.006,0.005	0.008
10592	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35319614	35319887	35319614	35319664	35319860	35319887	10592	64,68,33,47	0,1,3,0	35,31,20	4,4,8	345	149	0.00336472037212	0.5740624961412898	1.0,0.967,0.826,1.0	0.791,0.77,0.519	0.255
10593	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35320754	35321006	35320754	35320860	35320945	35321006	10593	11,16,1,5	203,254,162,203	1,2,4	248,225,242	234	149	1	1.0	0.033,0.039,0.004,0.015	0.003,0.006,0.01	0.016
10594	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35320754	35321198	35320754	35320860	35321121	35321198	10594	24,19,5,10	0,0,0,2	12,4,9	0,0,0	410	149	1	1.0	1.0,1.0,1.0,0.645	1.0,1.0,1.0	-0.089
10595	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35320754	35321198	35320754	35321008	35321121	35321198	10595	19,10,6,7	221,261,160,193	12,4,8	266,223,256	262	149	1	1.0	0.047,0.021,0.021,0.02	0.025,0.01,0.017	0.01
10596	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35321121	35321352	35321121	35321198	35321273	35321352	10596	5,8,11,9	235,270,169,223	7,6,11	228,253,252	224	149	1	1.0	0.014,0.019,0.041,0.026	0.02,0.016,0.028	0.004
10597	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35321121	35321352	35321121	35321198	35321338	35321352	10597	79,102,73,70	0,0,0,0	99,105,126	0,2,0	289	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.964,1.0	0.012
10598	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35321338	35321497	35321338	35321352	35321450	35321497	10598	44,47,20,24	6,0,0,0	44,74,27	0,0,0	247	149	1	1.0	0.816,1.0,1.0,1.0	1.0,1.0,1.0	-0.046
10599	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35321338	35321497	35321338	35321368	35321450	35321497	10599	19,25,4,6	0,2,0,1	25,35,17	10,0,0	231	149	1	1.0	1.0,0.89,1.0,0.795	0.617,1.0,1.0	0.049
10600	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35321338	35321497	35321338	35321372	35321450	35321497	10600	14,14,4,3	226,285,165,188	13,27,6	234,275,281	227	149	1	1.0	0.039,0.031,0.016,0.01	0.035,0.061,0.014	-0.013
10601	"ENSMUSG00000007036.16"	"Abhd16a"	chr17	+	35321449	35321932	35321449	35321497	35321645	35321932	10601	8,6,3,2	276,336,185,153	8,16,2	277,299,279	297	149	1	1.0	0.014,0.009,0.008,0.007	0.014,0.026,0.004	-0.005
10603	"ENSMUSG00000038838.16"	"Vars2"	chr17	-	35969918	35970222	35969918	35970071	35970153	35970222	10603	3,9,3,2	21,31,37,22	6,0,8	62,30,26	231	149	1	1.0	0.084,0.158,0.05,0.055	0.059,0.0,0.166	0.012
10604	"ENSMUSG00000038838.16"	"Vars2"	chr17	-	35971295	35971669	35971295	35971401	35971615	35971669	10604	0,2,1,0	43,46,11,21	1,0,0	28,38,22	363	149	1	1.0	0.0,0.018,0.036,0.0	0.014,0.0,0.0	0.009
10606	"ENSMUSG00000038838.16"	"Vars2"	chr17	-	35975331	35975744	35975331	35975507	35975662	35975744	10606	1,1,0,0	23,42,16,24	0,4,3	28,53,36	304	149	1	1.0	0.021,0.012,0.0,0.0	0.0,0.036,0.039	-0.017
10607	"ENSMUSG00000038838.16"	"Vars2"	chr17	-	35975331	35975744	35975331	35975517	35975662	35975744	10607	1,0,0,0	0,0,0,0	0,1,0	0,2,0	294	149	1	1.0	1.0,NA,NA,NA	NA,0.202,NA	0.798
10608	"ENSMUSG00000030062.8"	"Rpn1"	chr6	+	88077610	88078344	88077610	88077749	88077879	88078344	10608	91,140,69,71	4,0,0,0	95,68,76	0,0,0	279	149	1	1.0	0.924,1.0,1.0,1.0	1.0,1.0,1.0	-0.019
10609	"ENSMUSG00000027668.14"	"Mfn1"	chr3	+	32609622	32609857	32609622	32609690	32609791	32609857	10609	39,51,64,63	0,0,4,0	29,30,30	0,0,0	250	149	1	1.0	1.0,1.0,0.905,1.0	1.0,1.0,1.0	-0.024
10610	"ENSMUSG00000027668.14"	"Mfn1"	chr3	+	32616939	32617287	32616939	32617042	32617160	32617287	10610	36,58,82,98	0,2,0,0	40,41,31	0,0,0	267	149	1	1.0	1.0,0.942,1.0,1.0	1.0,1.0,1.0	-0.014
10611	"ENSMUSG00000027668.14"	"Mfn1"	chr3	+	32617160	32617642	32617160	32617287	32617523	32617642	10611	11,8,2,12	185,360,249,271	2,5,2	218,220,171	385	149	1	1.0	0.022,0.009,0.003,0.017	0.004,0.009,0.005	0.007
10612	"ENSMUSG00000027668.14"	"Mfn1"	chr3	+	32617696	32618044	32617696	32617762	32617941	32618044	10612	1,0,11,5	0,0,0,0	4,4,1	1,0,0	328	149	1	1.0	1.0,NA,1.0,1.0	0.645,1.0,1.0	0.118
10613	"ENSMUSG00000030058.18"	"Copg1"	chr6	+	87867171	87867741	87867171	87867251	87867430	87867741	10613	83,156,105,110	4,0,1,1	105,120,128	0,0,5	328	149	1	1.0	0.904,1.0,0.979,0.98	1.0,1.0,0.921	-0.008
10614	"ENSMUSG00000030058.18"	"Copg1"	chr6	+	87867171	87867741	87867171	87867251	87867545	87867741	10614	83,156,105,110	0,3,0,1	105,120,128	0,0,0	443	149	1	1.0	1.0,0.946,1.0,0.974	1.0,1.0,1.0	-0.02
10615	"ENSMUSG00000030058.18"	"Copg1"	chr6	+	87868911	87869320	87868911	87869006	87869187	87869320	10615	4,8,3,2	599,1011,612,750	0,9,0	768,741,809	330	149	1	1.0	0.003,0.004,0.002,0.001	0.0,0.005,0.0	0.001
10616	"ENSMUSG00000030058.18"	"Copg1"	chr6	+	87869614	87870935	87869614	87869701	87870481	87870935	10616	19,39,27,19	2,0,0,0	16,11,27	0,0,0	929	149	1	1.0	0.604,1.0,1.0,1.0	1.0,1.0,1.0	-0.099
10617	"ENSMUSG00000030058.18"	"Copg1"	chr6	+	87884359	87884963	87884359	87884495	87884791	87884963	10617	17,5,0,9	0,0,0,0	16,10,15	0,0,3	445	149	1	1.0	1.0,1.0,NA,1.0	1.0,1.0,0.626	0.125
10618	"ENSMUSG00000030047.15"	"Arhgap25"	chr6	-	87442991	87443576	87442991	87443139	87443454	87443576	10618	0,0,4,0	0,0,0,0	0,1,0	3,0,0	464	149	1	1.0	NA,NA,1.0,NA	0.0,1.0,NA	0.5
10619	"ENSMUSG00000025609.16"	"Mkln1"	chr6	+	31426430	31426841	31426430	31426508	31426814	31426841	10619	0,4,2,2	0,2,0,0	0,0,1	0,0,0	455	149	1	1.0	NA,0.396,1.0,1.0	NA,NA,1.0	-0.201
10621	"ENSMUSG00000029993.17"	"Nfu1"	chr6	+	87001980	87002642	87001980	87002290	87002467	87002642	10621	3,7,2,2	0,0,0,0	0,2,6	0,2,0	326	149	1	1.0	1.0,1.0,1.0,1.0	NA,0.314,1.0	0.343
10622	"ENSMUSG00000068747.15"	"Sort1"	chr3	+	108263546	108263978	108263546	108263653	108263801	108263978	10622	7,7,11,14	0,1,0,0	2,5,3	0,0,0	297	149	1	1.0	1.0,0.778,1.0,1.0	1.0,1.0,1.0	-0.055
10623	"ENSMUSG00000068747.15"	"Sort1"	chr3	+	108263546	108263978	108263546	108263653	108263862	108263978	10623	7,11,11,14	0,0,0,2	2,5,3	0,0,0	358	149	1	1.0	1.0,1.0,1.0,0.744	1.0,1.0,1.0	-0.064
10624	"ENSMUSG00000068747.15"	"Sort1"	chr3	+	108263546	108263978	108263546	108263653	108263892	108263978	10624	19,39,16,43	475,804,484,572	8,18,13	706,606,646	388	149	1	1.0	0.015,0.018,0.013,0.028	0.004,0.011,0.008	0.011
10625	"ENSMUSG00000019194.16"	"Scn1b"	chr7	-	30815948	30816720	30815948	30816561	30816643	30816720	10625	667,739,544,546	0,0,0,0	872,707,785	0,0,7	231	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.986	0.005
10626	"ENSMUSG00000019194.16"	"Scn1b"	chr7	-	30815948	30816720	30815948	30816561	30816665	30816720	10626	840,935,691,678	0,0,0,0	1091,906,979	0,0,11	253	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.981	0.006
10627	"ENSMUSG00000033720.13"	"Sfxn5"	chr6	-	85233324	85233730	85233324	85233415	85233680	85233730	10627	12,10,11,13	3,1,0,0	0,0,2	0,0,0	414	149	1	1.0	0.59,0.783,1.0,1.0	NA,NA,1.0	-0.157
10628	"ENSMUSG00000033720.13"	"Sfxn5"	chr6	-	85296503	85296880	85296503	85296572	85296753	85296880	10628	1,17,6,5	0,0,0,3	3,1,4	2,1,0	330	149	1	1.0	1.0,1.0,1.0,0.429	0.404,0.311,1.0	0.286
10629	"ENSMUSG00000034744.14"	"Nagk"	chr6	+	83773888	83774257	83773888	83774052	83774158	83774257	10629	44,17,24,41	0,0,2,0	35,54,39	2,0,0	255	149	1	1.0	1.0,1.0,0.875,1.0	0.911,1.0,1.0	-0.002
10630	"ENSMUSG00000034744.14"	"Nagk"	chr6	+	83773888	83774257	83773888	83774074	83774158	83774257	10630	44,17,24,41	3,8,7,6	35,54,39	16,0,10	233	149	1	1.0	0.904,0.576,0.687,0.814	0.583,1.0,0.714	-0.02
10631	"ENSMUSG00000034744.14"	"Nagk"	chr6	+	83774762	83775079	83774762	83774825	83774937	83775079	10631	4,2,4,3	0,0,2,0	4,0,4	0,2,0	261	149	1	1.0	1.0,1.0,0.533,1.0	1.0,0.0,1.0	0.217
10632	"ENSMUSG00000034744.14"	"Nagk"	chr6	+	83775525	83776347	83775525	83775636	83776076	83776347	10632	5,1,4,4	0,0,3,0	0,5,6	0,1,0	589	149	1	1.0	1.0,1.0,0.252,1.0	NA,0.558,1.0	0.034
10633	"ENSMUSG00000003380.12"	"Rabac1"	chr7	-	24671526	24672063	24671526	24671739	24671891	24672063	10633	17,25,17,11	2,0,2,0	9,4,17	0,0,0	301	149	1	1.0	0.808,1.0,0.808,1.0	1.0,1.0,1.0	-0.096
10634	"ENSMUSG00000003380.12"	"Rabac1"	chr7	-	24671526	24672063	24671526	24671739	24671947	24672063	10634	17,25,17,11	0,0,3,0	9,4,17	0,0,0	357	149	1	1.0	1.0,1.0,0.703,1.0	1.0,1.0,1.0	-0.074
10635	"ENSMUSG00000003380.12"	"Rabac1"	chr7	-	24671528	24671977	24671528	24671739	24671951	24671977	10635	25,39,18,18	1160,1444,888,982	25,11,24	1626,1366,1379	361	149	1	1.0	0.009,0.011,0.008,0.008	0.006,0.003,0.007	0.004
10636	"ENSMUSG00000030313.16"	"Dennd5b"	chr6	-	148902096	148902346	148902096	148902179	148902281	148902346	10636	2,5,0,4	0,0,0,0	8,4,4	0,2,0	251	149	1	1.0	1.0,1.0,NA,1.0	1.0,0.543,1.0	0.152
10637	"ENSMUSG00000030035.15"	"Wbp1"	chr6	-	83097165	83097857	83097165	83097268	83097733	83097857	10637	38,49,45,37	1,5,3,2	45,25,27	4,2,1	614	149	1	1.0	0.902,0.704,0.784,0.818	0.732,0.752,0.868	0.018
10638	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85767090	85767391	85767090	85767166	85767242	85767391	10638	2,5,2,5	228,324,212,215	5,0,2	271,256,276	225	149	1	1.0	0.006,0.01,0.006,0.015	0.012,0.0,0.005	0.004
10639	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85771210	85771536	85771210	85771364	85771454	85771536	10639	2,13,1,3	274,442,281,331	8,0,0	313,341,360	239	149	1	1.0	0.005,0.018,0.002,0.006	0.016,0.0,0.0	0.002
10640	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85773749	85774088	85773749	85773810	85773918	85774088	10640	2,21,7,16	229,374,247,277	1,5,0	312,301,278	257	149	1	1.0	0.005,0.032,0.016,0.032	0.002,0.01,0.0	0.017
10641	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85778148	85778435	85778148	85778253	85778327	85778435	10641	4,6,8,11	232,395,303,292	1,1,9	376,310,321	223	149	1	1.0	0.011,0.01,0.017,0.025	0.002,0.002,0.018	0.008
10642	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85778148	85778435	85778148	85778257	85778327	85778435	10642	3,5,6,7	0,0,0,1	1,0,8	3,0,0	219	149	1	1.0	1.0,1.0,1.0,0.826	0.185,NA,1.0	0.364
10643	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85780960	85781426	85780960	85781050	85781320	85781426	10643	9,28,13,8	72,154,67,82	14,23,17	128,121,90	419	149	1	1.0	0.043,0.061,0.065,0.034	0.037,0.063,0.063	-0.004
10644	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85780960	85781426	85780960	85781050	85781350	85781426	10644	30,42,40,25	161,306,194,224	40,48,26	236,235,270	449	149	1	1.0	0.058,0.044,0.064,0.036	0.053,0.063,0.031	0.002
10645	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85781350	85781882	85781350	85781426	85781835	85781882	10645	97,131,127,85	0,4,0,0	134,92,88	0,0,0	558	149	1	1.0	1.0,0.897,1.0,1.0	1.0,1.0,1.0	-0.026
10646	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85781835	85782096	85781835	85781882	85781968	85782096	10646	12,3,7,3	259,354,300,314	5,3,11	307,358,330	235	149	1	1.0	0.029,0.005,0.015,0.006	0.01,0.005,0.021	0.002
10647	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85781835	85782299	85781835	85782096	85782179	85782299	10647	4,3,10,9	196,207,160,184	5,5,8	210,205,261	232	149	1	1.0	0.013,0.009,0.039,0.03	0.015,0.015,0.019	0.006
10648	"ENSMUSG00000026917.16"	"Wdr5"	chr2	+	27410338	27410670	27410338	27410428	27410584	27410670	10648	7,5,2,5	64,88,45,95	8,2,4	90,72,77	305	149	1	1.0	0.051,0.027,0.021,0.025	0.042,0.013,0.025	0.004
10649	"ENSMUSG00000107499.2"	"Ccdc142"	chr6	+	83080111	83080513	83080111	83080250	83080382	83080513	10649	8,2,2,0	15,11,15,14	9,2,1	6,10,14	281	149	1	1.0	0.22,0.088,0.066,0.0	0.443,0.096,0.036	-0.098
10650	"ENSMUSG00000107499.2"	"Ccdc142"	chr6	+	83080360	83080706	83080360	83080513	83080592	83080706	10650	14,3,12,6	12,5,11,4	9,1,9	7,8,14	228	149	0.683769430978	1.0	0.433,0.282,0.416,0.495	0.457,0.076,0.296	0.13
10651	"ENSMUSG00000107499.2"	"Ccdc142"	chr6	+	83084435	83084815	83084435	83084613	83084742	83084815	10651	14,8,18,8	0,0,0,0	2,5,8	0,1,0	278	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.728,1.0	0.091
10652	"ENSMUSG00000030042.16"	"Pole4"	chr6	-	82629049	82629499	82629049	82629148	82629365	82629499	10652	6,3,2,2	1,2,4,0	6,4,5	3,4,3	366	149	1	1.0	0.71,0.379,0.169,1.0	0.449,0.289,0.404	0.184
10653	"ENSMUSG00000030042.16"	"Pole4"	chr6	-	82629049	82629501	82629049	82629148	82629459	82629501	10653	7,3,2,2	1,0,0,0	7,4,9	1,2,0	460	149	1	1.0	0.694,1.0,1.0,1.0	0.694,0.393,1.0	0.228
10655	"ENSMUSG00000032763.12"	"Ilvbl"	chr10	+	78412415	78412857	78412415	78412617	78412733	78412857	10655	2,0,1,0	74,103,67,60	0,1,1	86,100,68	265	149	1	1.0	0.015,0.0,0.008,0.0	0.0,0.006,0.008	0.001
10656	"ENSMUSG00000032763.12"	"Ilvbl"	chr10	+	78412415	78412857	78412415	78412617	78412739	78412857	10656	6,1,2,0	0,0,0,3	0,9,3	3,0,0	271	149	1	1.0	1.0,1.0,1.0,0.0	0.0,1.0,1.0	0.083
10657	"ENSMUSG00000032763.12"	"Ilvbl"	chr10	+	78412739	78413083	78412739	78412857	78412944	78413083	10657	7,9,12,4	1,0,0,0	0,3,0	0,0,0	236	149	1	1.0	0.815,1.0,1.0,1.0	NA,1.0,NA	-0.046
10658	"ENSMUSG00000032763.12"	"Ilvbl"	chr10	+	78412739	78413083	78412739	78412861	78412944	78413083	10658	7,10,13,10	68,110,86,63	0,0,0	92,79,46	232	149	1	1.0	0.062,0.055,0.088,0.093	0.0,0.0,0.0	0.074
10659	"ENSMUSG00000032763.12"	"Ilvbl"	chr10	+	78412988	78413287	78412988	78413083	78413175	78413287	10659	2,1,0,2	79,141,107,97	0,0,0	132,94,76	241	149	1	1.0	0.015,0.004,0.0,0.013	0.0,0.0,0.0	0.008
10660	"ENSMUSG00000032763.12"	"Ilvbl"	chr10	+	78418851	78419223	78418851	78418963	78419053	78419223	10660	9,2,10,10	61,46,43,40	8,7,0	75,58,47	239	149	1	1.0	0.084,0.026,0.127,0.135	0.062,0.07,0.0	0.049
10661	"ENSMUSG00000001520.13"	"Nrip2"	chr6	+	128384648	128385895	128384648	128384701	128385726	128385895	10661	118,206,100,122	0,0,0,1	125,96,113	0,0,0	1174	149	1	1.0	1.0,1.0,1.0,0.939	1.0,1.0,1.0	-0.015
10662	"ENSMUSG00000000295.14"	"Hddc2"	chr10	+	31189402	31190632	31189402	31189694	31190510	31190632	10662	0,1,0,0	0,2,1,1	2,0,0	2,3,0	965	149	1	1.0	NA,0.072,0.0,0.0	0.134,0.0,NA	-0.043
