ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
101273	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084683	76084798	76083642	76083833	76085538	76085965
101274	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084683	76084798	76084133	76084239	76085538	76085965
101275	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084684	76084798	76083642	76083833	76085538	76085965
101276	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084684	76084800	76083642	76083833	76085538	76085737
101277	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084711	76084798	76084133	76084239	76085538	76085965
101278	"ENSMUSG00000060126.15"	"Tpt1"	chr14	+	76084711	76084800	76084133	76084239	76085538	76085737
101279	"ENSMUSG00000028755.4"	"Cda"	chr4	-	138078573	138078606	138070817	138070875	138095100	138095303
101280	"ENSMUSG00000028755.4"	"Cda"	chr4	-	138079284	138079429	138078494	138078606	138095100	138095303
101281	"ENSMUSG00000029191.17"	"Rfc1"	chr5	-	65440867	65440928	65436799	65437157	65442191	65442296
101282	"ENSMUSG00000029191.17"	"Rfc1"	chr5	-	65473376	65473448	65470300	65470376	65476747	65476873
101283	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43792879	43792980	43788671	43789522	43794858	43794916
101284	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43796840	43796881	43796131	43796192	43799680	43799724
101285	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43804049	43804165	43799680	43799724	43810840	43810962
101286	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43810840	43810962	43804049	43804165	43813976	43814036
101287	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43812981	43813005	43810889	43810962	43813976	43814036
101288	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43819220	43819329	43814025	43814036	43829623	43829710
101289	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43834924	43834972	43829790	43829804	43836404	43836465
101290	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43840396	43840522	43836404	43836465	43844512	43844556
101291	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43840482	43840522	43836404	43836465	43844512	43844556
101292	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43840501	43840522	43836404	43836465	43844512	43844556
101293	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43849028	43849117	43846509	43846537	43866774	43866960
101294	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43864802	43864918	43846509	43846537	43866774	43866960
101295	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963371	6963462	6963172	6963208	6963657	6963854
101296	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963371	6963462	6963172	6963208	6964141	6964184
101297	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963371	6963854	6963172	6963208	6964141	6964184
101298	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963377	6963462	6963172	6963208	6963657	6963854
101299	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963377	6963462	6963172	6963208	6964141	6964184
101300	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963377	6963854	6963172	6963208	6964141	6964184
101301	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963388	6963462	6963172	6963208	6963636	6963854
101302	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963392	6963462	6963172	6963208	6963657	6963854
101303	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963392	6963462	6963172	6963208	6964141	6964184
101304	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963392	6963854	6963172	6963208	6964141	6964184
101305	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963398	6963462	6963172	6963208	6963657	6963854
101306	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963398	6963462	6963172	6963208	6964141	6964184
101307	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963398	6963854	6963172	6963208	6964141	6964184
101308	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963636	6963854	6963172	6963208	6964141	6964184
101309	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963636	6963854	6963388	6963462	6964141	6964184
101310	"ENSMUSG00000024962.14"	"Vegfb"	chr19	-	6963661	6963854	6963172	6963208	6964141	6964184
101311	"ENSMUSG00000026179.15"	"Pnkd"	chr1	+	74326250	74326363	74324935	74325169	74386543	74386725
101312	"ENSMUSG00000026179.15"	"Pnkd"	chr1	+	74326296	74326363	74325000	74325169	74386543	74386725
101313	"ENSMUSG00000026179.15"	"Pnkd"	chr1	+	74326296	74326367	74325000	74325169	74386543	74386659
101314	"ENSMUSG00000070372.12"	"Capza1"	chr3	-	104735240	104735327	104732722	104732785	104735842	104735914
101315	"ENSMUSG00000070372.12"	"Capza1"	chr3	-	104735240	104735646	104732722	104732785	104735842	104735914
101316	"ENSMUSG00000070372.12"	"Capza1"	chr3	-	104747097	104747232	104735842	104735914	104748143	104748207
101317	"ENSMUSG00000070372.12"	"Capza1"	chr3	-	104747097	104747232	104742040	104742120	104748143	104748207
101318	"ENSMUSG00000085054.4"	"Gm15834"	chr1	+	58551310	58551425	58549729	58549803	58559593	58559907
101319	"ENSMUSG00000085054.4"	"Gm15834"	chr1	+	58562177	58562579	58559593	58559907	58576940	58576989
101320	"ENSMUSG00000085054.4"	"Gm15834"	chr1	+	58562514	58562579	58559593	58559907	58576940	58576989
101321	"ENSMUSG00000042063.12"	"Zfp386"	chr12	+	116011678	116011843	116011395	116011486	116018341	116018736
101322	"ENSMUSG00000026727.11"	"Rsu1"	chr2	-	13137763	13137834	13082005	13082418	13174808	13174941
101323	"ENSMUSG00000026727.11"	"Rsu1"	chr2	-	13223819	13223929	13221999	13222082	13229115	13229236
101324	"ENSMUSG00000025485.14"	"Ric8a"	chr7	+	140437660	140437805	140437363	140437467	140437894	140438185
101325	"ENSMUSG00000025485.14"	"Ric8a"	chr7	+	140437790	140437805	140437363	140437467	140437894	140438185
101326	"ENSMUSG00000025485.14"	"Ric8a"	chr7	+	140437790	140438185	140437363	140437467	140438279	140438485
101327	"ENSMUSG00000025485.14"	"Ric8a"	chr7	+	140441749	140441872	140441208	140441353	140442223	140442532
101328	"ENSMUSG00000029290.13"	"Zfp326"	chr5	+	106026253	106026386	106024806	106025142	106026614	106026659
101329	"ENSMUSG00000029290.13"	"Zfp326"	chr5	+	106036588	106036705	106034052	106034142	106038983	106039182
101330	"ENSMUSG00000029290.13"	"Zfp326"	chr5	+	106055557	106055707	106054904	106055004	106058036	106058167
101331	"ENSMUSG00000036333.12"	"Kidins220"	chr12	+	25055051	25055217	25053942	25054122	25058071	25058209
101332	"ENSMUSG00000036333.12"	"Kidins220"	chr12	+	25065898	25066007	25063295	25063440	25066888	25067051
101333	"ENSMUSG00000036333.12"	"Kidins220"	chr12	+	25106580	25106782	25103796	25104033	25111216	25111277
101334	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33902822	33903015	33901734	33901854	33903614	33903655
101335	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33902868	33903015	33901775	33901854	33903603	33903824
101336	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33912153	33912332	33903603	33903824	33917340	33917518
101337	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33912804	33912992	33903603	33903824	33917340	33917518
101338	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33916606	33916681	33903603	33903824	33917340	33917518
101339	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33919907	33920015	33917340	33917518	33922521	33922923
101340	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33922521	33922726	33903603	33903824	33946646	33946897
101341	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33922521	33922726	33917340	33917518	33946646	33946897
101342	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33922521	33922729	33917340	33917518	33946843	33946849
101343	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33922541	33922726	33917340	33917518	33946646	33946897
101344	"ENSMUSG00000042182.17"	"Bend6"	chr1	-	33922541	33922729	33917340	33917518	33946646	33946872
101345	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191785925	191785987	191784883	191785455	191800568	191800646
101346	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191786051	191786535	191785206	191785455	191792943	191793001
101347	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191786051	191786535	191785206	191785455	191800568	191800646
101348	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191786400	191786535	191786051	191786167	191792943	191793001
101349	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191786400	191786535	191786051	191786167	191800568	191800646
101350	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191792943	191793001	191786051	191786535	191800568	191800646
101351	"ENSMUSG00000037395.17"	"Rcor3"	chr1	-	191814123	191814302	191812275	191812328	191814682	191814760
101352	"ENSMUSG00000128462.1"	"ENSMUSG00000128462"	chr7	+	24962559	24962701	24953364	24953508	24963174	24963467
101353	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103888015	103888180	103877069	103877126	103889201	103889271
101354	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103893068	103893230	103877069	103877126	103898353	103898527
101355	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103894742	103894877	103893068	103893230	103895930	103896090
101356	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103894742	103894877	103893068	103893230	103898353	103898527
101357	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103895930	103896090	103893068	103893230	103898353	103898443
101358	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103895930	103896211	103893068	103893225	103898353	103898527
101359	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103895930	103896211	103894742	103894877	103898353	103898527
101360	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103896009	103896090	103894742	103894877	103898353	103898443
101361	"ENSMUSG00000058388.15"	"Phtf1"	chr3	+	103896009	103896211	103894742	103894877	103898353	103898527
101362	"ENSMUSG00000079084.13"	"Ccdc82"	chr9	+	13248132	13248157	13246660	13246676	13248883	13248967
101363	"ENSMUSG00000079084.13"	"Ccdc82"	chr9	+	13248886	13248967	13246660	13246676	13251695	13252423
101364	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	8682824	8682882	8677293	8677376	8695002	8695105
101365	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	8692361	8692459	8677293	8677376	8695002	8695105
101366	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	8853796	8853828	8853006	8853121	8874140	8874194
101367	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	8952384	8952438	8874140	8874194	9066770	9066842
101368	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	9066770	9066842	8874140	8874194	9069409	9069473
101369	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	9066770	9066842	8952384	8952438	9069409	9069473
101370	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	9066770	9066842	9020795	9021114	9069409	9069473
101371	"ENSMUSG00000025909.17"	"Sntg1"	chr1	-	9149786	9149825	9069409	9069473	9273403	9273485
101372	"ENSMUSG00000019907.11"	"Ppp1r12a"	chr10	+	108088700	108088785	108087700	108087805	108089185	108089222
101373	"ENSMUSG00000019907.11"	"Ppp1r12a"	chr10	+	108095616	108095706	108088970	108089356	108096696	108096897
101374	"ENSMUSG00000019907.11"	"Ppp1r12a"	chr10	+	108109255	108109268	108107582	108107630	108109998	108110049
101375	"ENSMUSG00000019907.11"	"Ppp1r12a"	chr10	+	108111618	108111749	108109998	108110049	108113067	108115845
101376	"ENSMUSG00000019907.11"	"Ppp1r12a"	chr10	+	108111618	108111791	108109998	108110049	108113067	108115845
101377	"ENSMUSG00000019907.11"	"Ppp1r12a"	chr10	+	108111618	108111799	108109998	108110049	108113067	108115845
101378	"ENSMUSG00000026176.14"	"Ctdsp1"	chr1	+	74432938	74433060	74432436	74432585	74433177	74433228
101379	"ENSMUSG00000020074.8"	"Ccar1"	chr10	-	62622758	62622771	62621209	62621373	62626699	62626821
101380	"ENSMUSG00000020074.8"	"Ccar1"	chr10	-	62622758	62622810	62621209	62621373	62626699	62626821
101381	"ENSMUSG00000032532.8"	"Cck"	chr9	-	121323260	121323598	121319248	121319267	121324663	121324705
101382	"ENSMUSG00000032532.8"	"Cck"	chr9	-	121323392	121323598	121319248	121319267	121324663	121324705
101383	"ENSMUSG00000032532.8"	"Cck"	chr9	-	121323799	121323907	121323382	121323598	121324663	121324760
101384	"ENSMUSG00000087165.10"	"2010001A14Rik"	chr11	-	57687180	57687196	57686502	57686620	57692059	57692293
101385	"ENSMUSG00000087165.10"	"2010001A14Rik"	chr11	-	57687180	57687223	57686502	57686620	57688006	57688111
101386	"ENSMUSG00000087165.10"	"2010001A14Rik"	chr11	-	57687180	57687223	57686502	57686620	57692017	57692286
101387	"ENSMUSG00000087165.10"	"2010001A14Rik"	chr11	-	57687180	57687223	57686502	57686620	57692050	57692251
101388	"ENSMUSG00000087165.10"	"2010001A14Rik"	chr11	-	57687180	57687223	57686502	57686620	57692059	57692293
101389	"ENSMUSG00000087165.10"	"2010001A14Rik"	chr11	-	57687180	57687432	57686502	57686620	57692059	57692252
101390	"ENSMUSG00000056962.12"	"Jmjd6"	chr11	-	116728945	116729324	116728438	116728589	116729815	116729954
101391	"ENSMUSG00000056962.12"	"Jmjd6"	chr11	-	116730468	116730546	116729815	116729954	116730663	116731371
101392	"ENSMUSG00000056962.12"	"Jmjd6"	chr11	-	116730468	116730752	116729815	116729954	116731235	116731371
101393	"ENSMUSG00000056962.12"	"Jmjd6"	chr11	-	116730468	116730752	116729815	116729954	116731273	116731371
101394	"ENSMUSG00000056962.12"	"Jmjd6"	chr11	-	116730468	116730757	116729815	116729954	116731235	116731371
101395	"ENSMUSG00000056962.12"	"Jmjd6"	chr11	-	116730468	116730757	116729815	116729954	116731273	116731371
101396	"ENSMUSG00000121191.2"	"Gm33841"	chr2	+	61369470	61369650	61363829	61364171	61370679	61370824
101397	"ENSMUSG00000121191.2"	"Gm33841"	chr2	+	61369564	61369650	61363829	61364171	61370679	61370824
101398	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149692833	149693053	149671094	149671229	149698506	149698629
101399	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149699150	149699260	149698506	149698629	149710543	149710573
101400	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149699195	149699260	149698506	149698629	149710543	149710573
101401	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149702265	149702380	149698506	149698629	149710543	149710573
101402	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149710545	149710573	149698506	149698629	149711668	149711782
101403	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149726114	149726167	149722689	149722852	149727651	149727809
101404	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149726123	149726167	149722689	149722852	149727651	149727809
101405	"ENSMUSG00000039953.14"	"Clstn1"	chr4	+	149726123	149726171	149722689	149722852	149727651	149727809
101406	"ENSMUSG00000022208.13"	"Jph4"	chr14	-	55346742	55346812	55344282	55345852	55347533	55348015
101407	"ENSMUSG00000022208.13"	"Jph4"	chr14	-	55346742	55346867	55344282	55345852	55347533	55348015
101408	"ENSMUSG00000022208.13"	"Jph4"	chr14	-	55346742	55346938	55344282	55345852	55347533	55348015
101409	"ENSMUSG00000022208.13"	"Jph4"	chr14	-	55346742	55346945	55344282	55345852	55347533	55348015
101410	"ENSMUSG00000022208.13"	"Jph4"	chr14	-	55346742	55346982	55344282	55345852	55347533	55348015
101411	"ENSMUSG00000038457.18"	"Tmem255b"	chr8	+	13511057	13511106	13506950	13507094	13511204	13511453
101412	"ENSMUSG00000014769.11"	"Psmb1"	chr17	-	15697576	15697709	15695282	15696467	15710417	15710547
101413	"ENSMUSG00000014769.11"	"Psmb1"	chr17	-	15710417	15710432	15696220	15697683	15713359	15713441
101414	"ENSMUSG00000014769.11"	"Psmb1"	chr17	-	15712943	15713038	15710417	15710547	15713359	15713441
101415	"ENSMUSG00000014769.11"	"Psmb1"	chr17	-	15712947	15713038	15710417	15710547	15713359	15713441
101416	"ENSMUSG00000085862.4"	"Gm13483"	chr2	+	50245036	50245167	50199243	50199554	50323106	50323255
101417	"ENSMUSG00000085862.4"	"Gm13483"	chr2	+	50257736	50257847	50254076	50254231	50259957	50260807
101418	"ENSMUSG00000085862.4"	"Gm13483"	chr2	+	50296022	50296521	50254076	50254231	50302446	50302779
101419	"ENSMUSG00000085862.4"	"Gm13483"	chr2	+	50296474	50296521	50254076	50254231	50302446	50302779
101420	"ENSMUSG00000068742.12"	"Cry2"	chr2	-	92253585	92253697	92253222	92253407	92254889	92255032
101421	"ENSMUSG00000068742.12"	"Cry2"	chr2	-	92253585	92253710	92253222	92253407	92254889	92255032
101422	"ENSMUSG00000036466.18"	"Megf11"	chr9	+	64340518	64340687	64292967	64293110	64408804	64408905
101423	"ENSMUSG00000036466.18"	"Megf11"	chr9	+	64604588	64604655	64602645	64602764	64605102	64605190
101424	"ENSMUSG00000036466.18"	"Megf11"	chr9	+	64605102	64605190	64602645	64602764	64607378	64607435
101425	"ENSMUSG00000030209.15"	"Grin2b"	chr6	-	135753598	135753652	135751780	135751906	135755658	135755812
101426	"ENSMUSG00000030209.15"	"Grin2b"	chr6	-	135762913	135762942	135757131	135757334	135820085	135820200
101427	"ENSMUSG00000030209.15"	"Grin2b"	chr6	-	136149033	136149136	136148760	136148880	136149862	136150123
101428	"ENSMUSG00000030209.15"	"Grin2b"	chr6	-	136149490	136149935	136148760	136148880	136150327	136150375
101429	"ENSMUSG00000030209.15"	"Grin2b"	chr6	-	136149490	136149935	136148760	136148880	136150470	136150509
101430	"ENSMUSG00000022195.8"	"6030458C11Rik"	chr15	-	12815022	12815148	12814276	12814343	12815935	12816057
101431	"ENSMUSG00000022195.8"	"6030458C11Rik"	chr15	-	12815022	12815285	12814276	12814343	12815935	12816057
101432	"ENSMUSG00000022195.8"	"6030458C11Rik"	chr15	-	12821489	12821637	12817943	12818370	12823646	12823792
101433	"ENSMUSG00000036087.19"	"Slain2"	chr5	+	73109062	73109199	73105904	73106069	73112669	73112831
101434	"ENSMUSG00000029471.14"	"Camkk2"	chr5	-	122897286	122897476	122897015	122897063	122901836	122902365
101435	"ENSMUSG00000029471.14"	"Camkk2"	chr5	-	122901465	122901916	122897015	122897063	122902322	122902365
101436	"ENSMUSG00000029471.14"	"Camkk2"	chr5	-	122901836	122901916	122895605	122897063	122902322	122902365
101437	"ENSMUSG00000029471.14"	"Camkk2"	chr5	-	122902322	122902361	122897015	122897063	122917314	122917472
101438	"ENSMUSG00000029471.14"	"Camkk2"	chr5	-	122907938	122908046	122902322	122902365	122917314	122917378
101439	"ENSMUSG00000028222.3"	"Calb1"	chr4	+	15881957	15882140	15881263	15881477	15885586	15885661
101440	"ENSMUSG00000028222.3"	"Calb1"	chr4	+	15897128	15897313	15895628	15895685	15898877	15898955
101441	"ENSMUSG00000028222.3"	"Calb1"	chr4	+	15900801	15900959	15898877	15898955	15904249	15904321
101442	"ENSMUSG00000028222.3"	"Calb1"	chr4	+	15900801	15901142	15898877	15898955	15904249	15904321
101443	"ENSMUSG00000028222.3"	"Calb1"	chr4	+	15901110	15901142	15900919	15900959	15904249	15904321
101444	"ENSMUSG00000022094.16"	"Slc39a14"	chr14	-	70578609	70578756	70568717	70568815	70588728	70588874
101445	"ENSMUSG00000028960.21"	"Ube4b"	chr4	-	149452757	149452896	149449857	149449994	149455615	149455716
101446	"ENSMUSG00000028960.21"	"Ube4b"	chr4	-	149459438	149459520	149457284	149457426	149465639	149465868
101447	"ENSMUSG00000028960.21"	"Ube4b"	chr4	-	149459440	149459520	149457284	149457426	149465639	149465868
101448	"ENSMUSG00000048038.9"	"Ccdc187"	chr2	-	26144766	26144889	26142009	26142098	26145876	26146023
101449	"ENSMUSG00000027340.16"	"Slc23a2"	chr2	-	131900119	131900206	131894415	131898821	131902582	131902720
101450	"ENSMUSG00000027340.16"	"Slc23a2"	chr2	-	131943391	131943533	131936061	131936160	131986931	131987028
101451	"ENSMUSG00000060376.8"	"Bckdha"	chr7	-	25348625	25348703	25341068	25341251	25358057	25358406
101452	"ENSMUSG00000060376.8"	"Bckdha"	chr7	-	25348652	25348703	25341068	25341251	25358057	25358406
101453	"ENSMUSG00000118668.1"	"Rps6ka4"	chr19	-	6814694	6814790	6812468	6812633	6814947	6815051
101454	"ENSMUSG00000118668.1"	"Rps6ka4"	chr19	-	6816312	6816546	6815422	6815530	6816619	6816953
101455	"ENSMUSG00000118668.1"	"Rps6ka4"	chr19	-	6816312	6816735	6815422	6815530	6816827	6817046
101456	"ENSMUSG00000118668.1"	"Rps6ka4"	chr19	-	6817717	6817773	6816914	6817046	6817860	6817945
101457	"ENSMUSG00000000581.9"	"C1d"	chr11	+	17209111	17209244	17207593	17207658	17212647	17212910
101458	"ENSMUSG00000000581.9"	"C1d"	chr11	+	17213089	17213124	17212647	17212794	17213608	17213675
101459	"ENSMUSG00000035372.3"	"1810055G02Rik"	chr19	+	3764427	3764625	3758370	3758436	3765637	3765802
101460	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37932023	37932107	37929557	37929665	37933019	37933096
101461	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37932023	37932107	37929623	37931253	37933019	37933096
101462	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37932023	37932116	37929557	37929665	37933019	37933096
101463	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37932023	37932116	37929623	37931253	37933019	37933096
101464	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37933019	37933092	37929612	37929665	37934410	37934491
101465	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37933019	37933092	37932013	37932104	37934410	37934491
101466	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37934394	37934491	37933019	37933096	37936768	37936915
101467	"ENSMUSG00000026087.12"	"Mrpl30"	chr1	+	37935294	37935695	37934410	37934491	37936768	37936915
101468	"ENSMUSG00000026473.18"	"Glul"	chr1	+	153780282	153780698	153778679	153778858	153782094	153782241
101469	"ENSMUSG00000026473.18"	"Glul"	chr1	+	153780323	153780444	153778679	153778858	153782094	153782241
101470	"ENSMUSG00000026473.18"	"Glul"	chr1	+	153780323	153780698	153778679	153778858	153782094	153782241
101471	"ENSMUSG00000026473.18"	"Glul"	chr1	+	153780323	153780814	153778679	153778858	153782094	153782241
101472	"ENSMUSG00000026473.18"	"Glul"	chr1	+	153782765	153782893	153782094	153782241	153783151	153783231
101473	"ENSMUSG00000001794.14"	"Capns1"	chr7	-	29889901	29889982	29889476	29889593	29890083	29890152
101474	"ENSMUSG00000038612.17"	"Mcl1"	chr3	+	95567540	95567598	95567071	95567319	95568017	95570487
101475	"ENSMUSG00000030798.16"	"Cd37"	chr7	-	44883695	44883924	44883314	44883402	44884107	44884191
101476	"ENSMUSG00000036188.5"	"Ankmy2"	chr12	+	36220176	36220255	36215868	36215933	36220447	36220586
101477	"ENSMUSG00000059005.14"	"Hnrnpa3"	chr2	+	75493221	75493269	75493004	75493100	75493914	75494058
101478	"ENSMUSG00000046865.8"	"Fbl"	chr7	+	27874260	27874317	27873928	27874051	27874408	27874503
101479	"ENSMUSG00000046865.8"	"Fbl"	chr7	+	27877323	27877403	27876567	27876700	27877629	27877742
101480	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71025506	71025585	71021394	71021541	71030092	71030216
101481	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71025506	71025782	71021394	71021541	71030092	71030216
101482	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71025674	71025782	71025506	71025589	71030092	71030216
101483	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71025674	71025782	71025506	71025589	71030097	71030216
101484	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71031426	71031519	71031266	71031368	71033636	71033709
101485	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71031426	71031738	71031266	71031368	71033636	71033709
101486	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71031445	71031738	71031266	71031368	71033636	71033709
101487	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71031455	71031519	71031266	71031368	71033636	71033709
101488	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71031455	71031738	71031266	71031368	71033636	71033709
101489	"ENSMUSG00000060073.10"	"Psma3"	chr12	+	71034094	71034253	71033665	71033709	71035197	71035263
101490	"ENSMUSG00000105891.7"	"A230001M10Rik"	chr3	+	102171939	102172038	102170670	102170832	102175424	102176009
101491	"ENSMUSG00000106423.2"	"Gm42825"	chr3	+	124634698	124634791	124633157	124633225	124703732	124703899
101492	"ENSMUSG00000106423.2"	"Gm42825"	chr3	+	124703732	124703899	124634698	124634791	124714272	124714381
101493	"ENSMUSG00000086382.3"	"Chrna1os"	chr2	+	73415476	73415549	73415183	73415351	73417559	73417741
101494	"ENSMUSG00000086382.3"	"Chrna1os"	chr2	+	73415476	73415549	73415183	73415351	73419207	73419552
101495	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163653232	163653381	163645401	163645500	163656701	163656864
101496	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163653232	163653435	163645401	163645500	163656701	163656864
101497	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163653256	163653381	163645401	163645500	163656701	163656864
101498	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163690512	163690762	163690279	163690405	163693007	163693106
101499	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163694238	163694268	163693007	163693106	163696269	163696355
101500	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163694238	163694536	163693007	163693106	163696269	163696355
101501	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163694958	163695006	163693007	163693106	163696269	163696355
101502	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163727962	163728009	163715774	163715874	163739640	163739706
101503	"ENSMUSG00000026585.14"	"Kifap3"	chr1	+	163739640	163739686	163715774	163715874	163743293	163744678
101504	"ENSMUSG00000026121.14"	"Sema4c"	chr1	-	36595577	36596010	36595012	36595158	36596440	36596615
101505	"ENSMUSG00000026121.14"	"Sema4c"	chr1	-	36595577	36596010	36595012	36595158	36597096	36597331
101506	"ENSMUSG00000026121.14"	"Sema4c"	chr1	-	36595577	36596010	36595012	36595161	36596440	36596615
101507	"ENSMUSG00000026121.14"	"Sema4c"	chr1	-	36595577	36596010	36595012	36595161	36597096	36597331
101508	"ENSMUSG00000104237.3"	"Gm33533"	chr1	-	36774277	36774354	36773756	36773853	36779250	36779422
101509	"ENSMUSG00000031834.16"	"Pik3r2"	chr8	-	71225464	71225597	71225246	71225339	71227299	71227996
101510	"ENSMUSG00000031834.16"	"Pik3r2"	chr8	-	71228430	71228686	71227652	71227996	71229250	71229357
101511	"ENSMUSG00000031834.16"	"Pik3r2"	chr8	-	71228430	71228700	71227652	71227996	71229250	71229323
101512	"ENSMUSG00000031834.16"	"Pik3r2"	chr8	-	71228491	71228686	71227652	71227996	71229250	71229357
101513	"ENSMUSG00000050840.9"	"Cdh20"	chr1	+	104863308	104863373	104861681	104862067	104868756	104869051
101514	"ENSMUSG00000026116.12"	"Tmem131"	chr1	-	36849361	36849536	36846964	36848066	36850488	36850675
101515	"ENSMUSG00000026116.12"	"Tmem131"	chr1	-	36854967	36855073	36854535	36854602	36855189	36855667
101516	"ENSMUSG00000026116.12"	"Tmem131"	chr1	-	36854967	36855112	36854535	36854602	36855189	36855667
