ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
27918	"ENSMUSG00000028136.16"	"Snx27"	chr3	-	94489622	94489856	94489834	94489856	94438503	94438696
27919	"ENSMUSG00000028136.16"	"Snx27"	chr3	-	94489622	94489986	94489682	94489986	94438503	94438696
27920	"ENSMUSG00000028136.16"	"Snx27"	chr3	-	94489682	94489986	94489834	94489986	94438503	94438696
27921	"ENSMUSG00000028136.16"	"Snx27"	chr3	-	94489551	94489856	94489834	94489856	94469075	94469307
27922	"ENSMUSG00000028136.16"	"Snx27"	chr3	-	94489682	94489986	94489834	94489986	94469075	94469307
27923	"ENSMUSG00000030246.13"	"Ldhb"	chr6	-	142439825	142439943	142439920	142439943	142436061	142436330
27924	"ENSMUSG00000030246.13"	"Ldhb"	chr6	-	142451137	142451272	142451173	142451272	142447065	142447183
27925	"ENSMUSG00000030246.13"	"Ldhb"	chr6	-	142453143	142453531	142453265	142453531	142451137	142451272
27926	"ENSMUSG00000112368.2"	"Gm49376"	chr12	+	55323630	55323728	55323630	55323725	55325297	55325499
27927	"ENSMUSG00000028247.3"	"Coq3"	chr4	+	21879672	21879988	21879672	21879796	21892808	21892935
27928	"ENSMUSG00000028247.3"	"Coq3"	chr4	+	21879672	21880068	21879672	21879796	21892808	21892935
27929	"ENSMUSG00000028247.3"	"Coq3"	chr4	+	21879672	21880068	21879672	21879988	21892808	21892935
27930	"ENSMUSG00000028247.3"	"Coq3"	chr4	+	21899057	21899231	21899057	21899157	21900263	21900506
27931	"ENSMUSG00000028932.9"	"Psmc2"	chr5	+	21991647	21992106	21991647	21991882	22000105	22000143
27932	"ENSMUSG00000028932.9"	"Psmc2"	chr5	+	22000760	22000842	22000760	22000841	22001530	22001630
27933	"ENSMUSG00000028932.9"	"Psmc2"	chr5	+	22008363	22008464	22008363	22008460	22008544	22008785
27934	"ENSMUSG00000032377.9"	"Plscr4"	chr9	+	92365873	92366218	92365873	92365916	92366772	92367385
27935	"ENSMUSG00000019710.14"	"Mrpl24"	chr3	+	87829441	87829798	87829441	87829772	87830241	87830372
27936	"ENSMUSG00000019710.14"	"Mrpl24"	chr3	+	87829694	87830100	87829694	87829772	87830241	87830372
27937	"ENSMUSG00000019710.14"	"Mrpl24"	chr3	+	87829694	87830100	87829694	87829798	87830241	87830372
27938	"ENSMUSG00000036879.17"	"Phkb"	chr8	+	86575302	86575741	86575302	86575360	86602262	86602352
27939	"ENSMUSG00000036879.17"	"Phkb"	chr8	+	86623114	86623386	86623114	86623166	86628505	86628586
27940	"ENSMUSG00000036879.17"	"Phkb"	chr8	+	86668787	86669124	86668787	86669018	86672680	86672738
27941	"ENSMUSG00000036879.17"	"Phkb"	chr8	+	86738198	86738292	86738198	86738291	86743487	86743571
27942	"ENSMUSG00000036879.17"	"Phkb"	chr8	+	86783076	86783391	86783076	86783184	86785173	86785314
27943	"ENSMUSG00000028073.17"	"Pear1"	chr3	-	87661341	87661512	87661370	87661512	87661072	87661201
27944	"ENSMUSG00000028073.17"	"Pear1"	chr3	-	87661341	87661776	87661773	87661776	87661072	87661201
27945	"ENSMUSG00000042594.17"	"Sh2b3"	chr5	-	121957001	121957093	121957018	121957093	121956822	121956917
27946	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832198	87832582	87832248	87832582	87831650	87831835
27947	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832198	87832582	87832276	87832582	87831650	87831835
27948	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832198	87832582	87832296	87832582	87831650	87831835
27949	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832198	87832582	87832528	87832582	87831650	87831835
27950	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832248	87832582	87832276	87832582	87831650	87831835
27951	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832248	87832582	87832296	87832582	87831650	87831835
27952	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832248	87832582	87832528	87832582	87831650	87831835
27953	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832248	87832738	87832253	87832738	87831650	87831835
27954	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832253	87832738	87832276	87832738	87831650	87831835
27955	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832253	87832738	87832296	87832738	87831650	87831835
27956	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832253	87832738	87832528	87832738	87831650	87831835
27957	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832276	87832582	87832296	87832582	87831650	87831835
27958	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832276	87832582	87832528	87832582	87831650	87831835
27959	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87832296	87832582	87832528	87832582	87831650	87831835
27960	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87834340	87834424	87834361	87834424	87834037	87834181
27961	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87837162	87837434	87837332	87837434	87835230	87835355
27962	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87837162	87837890	87837464	87837890	87835230	87835355
27963	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87837162	87837890	87837657	87837890	87835230	87835355
27964	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87837332	87837445	87837354	87837445	87835230	87835355
27965	"ENSMUSG00000004896.17"	"Mettl25b"	chr3	-	87837464	87837890	87837657	87837890	87835230	87835355
27966	"ENSMUSG00000028069.17"	"Gpatch4"	chr3	+	87950414	87950733	87950414	87950486	87958468	87958596
27967	"ENSMUSG00000028069.17"	"Gpatch4"	chr3	+	87950430	87950918	87950430	87950733	87958468	87958596
27968	"ENSMUSG00000028069.17"	"Gpatch4"	chr3	+	87950434	87951100	87950434	87950733	87958468	87958596
27969	"ENSMUSG00000028069.17"	"Gpatch4"	chr3	+	87950434	87951100	87950434	87950918	87958468	87958596
27970	"ENSMUSG00000028069.17"	"Gpatch4"	chr3	+	87950773	87950918	87950773	87950908	87958468	87958596
27971	"ENSMUSG00000028069.17"	"Gpatch4"	chr3	+	87950773	87951093	87950773	87950908	87958468	87958596
27972	"ENSMUSG00000028069.17"	"Gpatch4"	chr3	+	87950773	87951093	87950773	87950918	87958468	87958596
27973	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260067	132260492	132260373	132260492	132257865	132258134
27974	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260067	132260492	132260374	132260492	132257865	132258134
27975	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260373	132260492	132260374	132260492	132257865	132258134
27976	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260373	132260698	132260606	132260698	132257865	132258134
27977	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260373	132260698	132260615	132260698	132257865	132258134
27978	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260374	132260698	132260606	132260698	132257865	132258134
27979	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260374	132260698	132260615	132260698	132257865	132258134
27980	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260606	132260698	132260615	132260698	132257865	132258134
27981	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260615	132260970	132260792	132260970	132257865	132258134
27982	"ENSMUSG00000054428.13"	"Atp5if1"	chr4	-	132260792	132260970	132260793	132260970	132260606	132260698
27983	"ENSMUSG00000001416.14"	"Cct3"	chr3	+	88204429	88204888	88204429	88204573	88206648	88208298
27984	"ENSMUSG00000030774.14"	"Pak1"	chr7	+	97480061	97480428	97480061	97480265	97503642	97504119
27985	"ENSMUSG00000030774.14"	"Pak1"	chr7	+	97480061	97480428	97480061	97480265	97503645	97503856
27986	"ENSMUSG00000030774.14"	"Pak1"	chr7	+	97514678	97514779	97514678	97514778	97515268	97515416
27987	"ENSMUSG00000001420.14"	"Tmem79"	chr3	-	88243191	88243455	88243209	88243455	88240444	88240989
27988	"ENSMUSG00000060550.18"	"H2-Q7"	chr17	+	35658884	35659160	35658884	35659060	35661942	35661975
27989	"ENSMUSG00000121049.2"	"Gm39468"	chr11	+	113676990	113677087	113676990	113677071	113677764	113678521
27990	"ENSMUSG00000050144.14"	"Slc25a44"	chr3	-	88332034	88332414	88332251	88332414	88327807	88328445
27991	"ENSMUSG00000050144.14"	"Slc25a44"	chr3	-	88332080	88332419	88332251	88332419	88327807	88328445
27992	"ENSMUSG00000050144.14"	"Slc25a44"	chr3	-	88332152	88332415	88332251	88332415	88327807	88328445
27993	"ENSMUSG00000075467.5"	"Dnlz"	chr2	-	26241071	26241486	26241346	26241486	26238132	26240570
27994	"ENSMUSG00000008604.12"	"Ubqln4"	chr3	+	88462598	88462990	88462598	88462796	88463096	88463299
27995	"ENSMUSG00000008604.12"	"Ubqln4"	chr3	+	88463924	88464226	88463924	88464222	88466924	88467083
27996	"ENSMUSG00000028837.9"	"Psmb2"	chr4	+	126577914	126578041	126577914	126578037	126580821	126581078
27997	"ENSMUSG00000068921.15"	"Dap3"	chr3	-	88831715	88831908	88831743	88831908	88831134	88831220
27998	"ENSMUSG00000068921.15"	"Dap3"	chr3	-	88833578	88833668	88833630	88833668	88832600	88832718
27999	"ENSMUSG00000068921.15"	"Dap3"	chr3	-	88838103	88838327	88838218	88838327	88836797	88836833
28000	"ENSMUSG00000068921.15"	"Dap3"	chr3	-	88840871	88840973	88840884	88840973	88838218	88838327
28001	"ENSMUSG00000013936.13"	"Myl2"	chr5	+	122241241	122241392	122241241	122241358	122241893	122241998
28002	"ENSMUSG00000013936.13"	"Myl2"	chr5	+	122241243	122241392	122241243	122241293	122241893	122241998
28003	"ENSMUSG00000029348.12"	"Asphd2"	chr5	-	112540780	112541107	112540944	112541107	112539746	112540121
28004	"ENSMUSG00000029348.12"	"Asphd2"	chr5	-	112540780	112541107	112541004	112541107	112539746	112540121
28005	"ENSMUSG00000029348.12"	"Asphd2"	chr5	-	112540944	112541107	112541004	112541107	112539746	112540121
28006	"ENSMUSG00000029348.12"	"Asphd2"	chr5	-	112542281	112542732	112542583	112542732	112541325	112541449
28007	"ENSMUSG00000041263.15"	"Rusc1"	chr3	-	88996106	88996547	88996306	88996547	88995025	88995575
28008	"ENSMUSG00000041263.15"	"Rusc1"	chr3	-	89000404	89000597	89000408	89000597	88998444	88999868
28009	"ENSMUSG00000041263.15"	"Rusc1"	chr3	-	89000404	89000597	89000551	89000597	88998444	88999868
28010	"ENSMUSG00000041263.15"	"Rusc1"	chr3	-	89000404	89000597	89000573	89000597	88998444	88999868
28011	"ENSMUSG00000041263.15"	"Rusc1"	chr3	-	89000408	89000597	89000551	89000597	88998444	88999868
28012	"ENSMUSG00000041263.15"	"Rusc1"	chr3	-	89000408	89000597	89000573	89000597	88998444	88999868
28013	"ENSMUSG00000041263.15"	"Rusc1"	chr3	-	89000551	89000597	89000573	89000597	88998444	88999868
28014	"ENSMUSG00000004530.13"	"Coro1c"	chr5	-	114046252	114046706	114046280	114046706	114020018	114020218
28015	"ENSMUSG00000004530.13"	"Coro1c"	chr5	-	114046280	114046766	114046671	114046766	114020018	114020218
28016	"ENSMUSG00000028051.11"	"Hcn3"	chr3	-	89059937	89060080	89060048	89060080	89058787	89058893
28017	"ENSMUSG00000068917.14"	"Clk2"	chr3	+	89072124	89072610	89072124	89072413	89074341	89074511
28018	"ENSMUSG00000068917.14"	"Clk2"	chr3	+	89072125	89072610	89072125	89072198	89074341	89074511
28019	"ENSMUSG00000032507.16"	"Fbxl2"	chr9	-	113807798	113808008	113807865	113808008	113792704	113792916
28020	"ENSMUSG00000020745.16"	"Pafah1b1"	chr11	-	74570197	74570440	74570283	74570440	74564775	74568568
28021	"ENSMUSG00000020745.16"	"Pafah1b1"	chr11	-	74570197	74570440	74570422	74570440	74564775	74568568
28022	"ENSMUSG00000020745.16"	"Pafah1b1"	chr11	-	74570283	74570440	74570422	74570440	74564775	74568568
28023	"ENSMUSG00000020745.16"	"Pafah1b1"	chr11	-	74576716	74576890	74576721	74576890	74575231	74575334
28024	"ENSMUSG00000020745.16"	"Pafah1b1"	chr11	-	74613941	74614062	74614025	74614062	74590136	74590346
28025	"ENSMUSG00000020745.16"	"Pafah1b1"	chr11	-	74614824	74615496	74615344	74615496	74590136	74590346
28026	"ENSMUSG00000007944.9"	"Ttc9b"	chr7	+	27353339	27353772	27353339	27353601	27354336	27354519
28027	"ENSMUSG00000007944.9"	"Ttc9b"	chr7	+	27353339	27353814	27353339	27353601	27354336	27354519
28028	"ENSMUSG00000007944.9"	"Ttc9b"	chr7	+	27353339	27353814	27353339	27353772	27354336	27354519
28029	"ENSMUSG00000042766.18"	"Trim46"	chr3	-	89150886	89151234	89150890	89151234	89149681	89149825
28030	"ENSMUSG00000042766.18"	"Trim46"	chr3	-	89153011	89153179	89153021	89153179	89150890	89151234
28031	"ENSMUSG00000042766.18"	"Trim46"	chr3	-	89152789	89153179	89153011	89153179	89151600	89151718
28032	"ENSMUSG00000029397.16"	"Rchy1"	chr5	-	92108563	92108924	92108771	92108924	92105736	92105856
28033	"ENSMUSG00000053931.12"	"Cnn3"	chr3	+	121248595	121248742	121248595	121248622	121250730	121251856
28034	"ENSMUSG00000002881.15"	"Nab1"	chr1	-	52538795	52539156	52539008	52539156	52529079	52529914
28035	"ENSMUSG00000030987.6"	"Stim1"	chr7	+	102076288	102076545	102076288	102076524	102080091	102080482
28036	"ENSMUSG00000030987.6"	"Stim1"	chr7	+	102080237	102080638	102080237	102080482	102082403	102082440
28037	"ENSMUSG00000030987.6"	"Stim1"	chr7	+	102080237	102080638	102080237	102080482	102084590	102086526
28038	"ENSMUSG00000027952.17"	"Pmvk"	chr3	+	89366424	89366810	89366424	89366771	89369188	89369252
28039	"ENSMUSG00000027952.17"	"Pmvk"	chr3	+	89366637	89367056	89366637	89366771	89369188	89369252
28040	"ENSMUSG00000027952.17"	"Pmvk"	chr3	+	89366637	89367056	89366637	89366810	89369188	89369252
28041	"ENSMUSG00000027952.17"	"Pmvk"	chr3	+	89366877	89367193	89366877	89367056	89369188	89369252
28042	"ENSMUSG00000020515.14"	"Cnot8"	chr11	+	57994978	57995183	57994978	57995034	58000381	58000592
28043	"ENSMUSG00000020515.14"	"Cnot8"	chr11	+	57995054	57995183	57995054	57995174	58000381	58000592
28044	"ENSMUSG00000020515.14"	"Cnot8"	chr11	+	58000381	58000592	58000381	58000591	58002085	58002279
28045	"ENSMUSG00000027950.8"	"Chrnb2"	chr3	-	89664190	89664577	89664405	89664577	89653501	89655446
28046	"ENSMUSG00000027950.8"	"Chrnb2"	chr3	-	89664190	89664577	89664410	89664577	89653501	89655446
28047	"ENSMUSG00000027950.8"	"Chrnb2"	chr3	-	89664405	89664577	89664410	89664577	89653501	89655446
28048	"ENSMUSG00000038914.16"	"Dido1"	chr2	-	180311978	180312147	180312057	180312147	180311183	180311379
28049	"ENSMUSG00000038914.16"	"Dido1"	chr2	-	180315023	180315128	180315038	180315128	180314075	180314211
28050	"ENSMUSG00000038914.16"	"Dido1"	chr2	-	180343396	180343785	180343753	180343785	180333656	180333841
28051	"ENSMUSG00000038914.16"	"Dido1"	chr2	-	180351406	180351792	180351702	180351792	180333656	180333841
28052	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15854636	15854956	15854636	15854721	15856959	15857035
28053	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15854794	15854956	15854794	15854849	15856959	15857035
28054	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15856943	15857198	15856943	15857035	15857696	15857742
28055	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15856943	15857194	15856943	15857035	15857696	15857779
28056	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15856796	15857198	15856796	15857040	15857696	15857806
28057	"ENSMUSG00000006021.6"	"Kptn"	chr7	+	15856943	15857040	15856943	15857035	15857696	15857806
28058	"ENSMUSG00000032528.6"	"Vipr1"	chr9	+	121472116	121472436	121472116	121472255	121482864	121482970
28059	"ENSMUSG00000032528.6"	"Vipr1"	chr9	+	121489232	121489428	121489232	121489339	121490027	121490134
28060	"ENSMUSG00000032528.6"	"Vipr1"	chr9	+	121493589	121493723	121493589	121493711	121494213	121494274
28061	"ENSMUSG00000032528.6"	"Vipr1"	chr9	+	121493589	121493743	121493589	121493711	121494213	121494274
28062	"ENSMUSG00000032528.6"	"Vipr1"	chr9	+	121493589	121493743	121493589	121493723	121494213	121494274
28063	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89960210	89960616	89960210	89960426	89960814	89960916
28064	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89965791	89965958	89965791	89965836	89966048	89966107
28065	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89965791	89966061	89965791	89965836	89968944	89969239
28066	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89965793	89966107	89965793	89965836	89968944	89969239
28067	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89965793	89966107	89965793	89966061	89968944	89969239
28068	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89965793	89966107	89965793	89965836	89970515	89970556
28069	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89968944	89969415	89968944	89969239	89970515	89970556
28070	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89968944	89969425	89968944	89969239	89970515	89970556
28071	"ENSMUSG00000118504.2"	"Gm53012"	chr3	+	89968944	89969425	89968944	89969415	89970515	89970556
28072	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135723419	135723748	135723419	135723666	135731819	135732006
28073	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135723419	135723896	135723419	135723666	135731819	135732006
28074	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135723419	135723896	135723419	135723748	135731819	135732006
28075	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135730909	135731321	135730909	135731024	135731819	135732006
28076	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135731819	135732010	135731819	135731920	135732701	135733341
28077	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135731819	135732251	135731819	135731920	135732701	135733341
28078	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135731819	135732251	135731819	135732010	135732701	135733341
28079	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135731910	135732006	135731910	135731920	135732701	135733341
28080	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135731910	135732010	135731910	135732006	135732701	135733341
28081	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135731910	135732251	135731910	135732006	135732701	135733341
28082	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135732701	135732858	135732701	135732838	135734016	135734185
28083	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135732701	135732921	135732701	135732838	135734016	135734185
28084	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135732701	135732963	135732701	135732838	135734016	135734185
28085	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135732701	135732921	135732701	135732858	135734016	135734185
28086	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135732701	135732963	135732701	135732921	135734016	135734185
28087	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135733999	135734184	135733999	135734180	135734903	135735434
28088	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135733999	135734185	135733999	135734180	135734903	135735434
28089	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135733999	135734185	135733999	135734184	135734903	135735434
28090	"ENSMUSG00000031425.16"	"Plp1"	chrX	+	135735847	135735913	135735847	135735912	135736788	135740482
28091	"ENSMUSG00000017721.16"	"Pigt"	chr2	+	164339785	164339963	164339785	164339923	164341714	164341842
28092	"ENSMUSG00000017721.16"	"Pigt"	chr2	+	164343000	164343299	164343000	164343088	164343404	164343570
28093	"ENSMUSG00000017721.16"	"Pigt"	chr2	+	164343128	164343299	164343128	164343291	164343404	164343570
28094	"ENSMUSG00000017721.16"	"Pigt"	chr2	+	164348328	164348653	164348328	164348652	164349194	164350221
28095	"ENSMUSG00000027940.19"	"Tpm3"	chr3	+	89986846	89987170	89986846	89987001	89993752	89993886
28096	"ENSMUSG00000027940.19"	"Tpm3"	chr3	+	89995367	89995831	89995367	89995783	89997103	89997166
28097	"ENSMUSG00000027940.19"	"Tpm3"	chr3	+	89998319	89998438	89998319	89998398	90005681	90006090
28098	"ENSMUSG00000119995.2"	"Gm53435"	chr8	-	61886304	61886530	61886425	61886530	61871453	61871527
28099	"ENSMUSG00000029001.16"	"Fbxo44"	chr4	-	148242384	148242615	148242387	148242615	148241113	148241163
28100	"ENSMUSG00000029001.16"	"Fbxo44"	chr4	-	148244596	148244939	148244772	148244939	148242993	148243280
28101	"ENSMUSG00000044080.10"	"S100a1"	chr3	-	90421327	90421699	90421507	90421699	90419302	90419456
28102	"ENSMUSG00000000282.13"	"Mnt"	chr11	+	74721745	74722227	74721745	74722220	74727188	74727774
28103	"ENSMUSG00000092341.7"	"Malat1"	chr19	-	5849289	5849406	5849304	5849406	5848422	5848928
28104	"ENSMUSG00000092341.7"	"Malat1"	chr19	-	5849289	5849781	5849525	5849781	5848422	5848928
28105	"ENSMUSG00000092341.7"	"Malat1"	chr19	-	5849525	5849711	5849614	5849711	5849304	5849383
28106	"ENSMUSG00000092341.7"	"Malat1"	chr19	-	5850728	5850837	5850791	5850837	5850556	5850604
28107	"ENSMUSG00000092341.7"	"Malat1"	chr19	-	5850791	5851218	5851214	5851218	5850556	5850604
28108	"ENSMUSG00000027175.11"	"Tcp11l1"	chr2	-	104514438	104514611	104514556	104514611	104510324	104512303
28109	"ENSMUSG00000027175.11"	"Tcp11l1"	chr2	-	104541960	104542438	104541965	104542438	104536700	104536887
28110	"ENSMUSG00000027175.11"	"Tcp11l1"	chr2	-	104541960	104542438	104542320	104542438	104536700	104536887
28111	"ENSMUSG00000027175.11"	"Tcp11l1"	chr2	-	104541965	104542438	104542320	104542438	104536700	104536887
28112	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792858	129792560	129792613	129793790	129793930
28113	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792892	129792560	129792613	129793790	129793930
28114	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792897	129792560	129792613	129793790	129793930
28115	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792973	129792560	129792613	129793790	129793930
28116	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793009	129792560	129792613	129793790	129793930
28117	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793025	129792560	129792613	129793790	129793930
28118	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793048	129792560	129792613	129793790	129793930
28119	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129792613	129793790	129793930
28120	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792892	129792560	129792858	129793790	129793930
28121	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792897	129792560	129792858	129793790	129793930
28122	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792973	129792560	129792858	129793790	129793930
28123	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793009	129792560	129792858	129793790	129793930
28124	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793025	129792560	129792858	129793790	129793930
28125	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793048	129792560	129792858	129793790	129793930
28126	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129792858	129793790	129793930
28127	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792897	129792560	129792892	129793790	129793930
28128	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792973	129792560	129792892	129793790	129793930
28129	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793009	129792560	129792892	129793790	129793930
28130	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793025	129792560	129792892	129793790	129793930
28131	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793048	129792560	129792892	129793790	129793930
28132	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129792892	129793790	129793930
28133	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129792973	129792560	129792897	129793790	129793930
28134	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793009	129792560	129792897	129793790	129793930
28135	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793025	129792560	129792897	129793790	129793930
28136	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793048	129792560	129792897	129793790	129793930
28137	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129792897	129793790	129793930
28138	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793009	129792560	129792973	129793790	129793930
28139	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793025	129792560	129792973	129793790	129793930
28140	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793048	129792560	129792973	129793790	129793930
28141	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129792973	129793790	129793930
28142	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793025	129792560	129793009	129793790	129793930
28143	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793048	129792560	129793009	129793790	129793930
28144	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129793009	129793790	129793930
28145	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793048	129792560	129793025	129793790	129793930
28146	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129793025	129793790	129793930
28147	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792560	129793052	129792560	129793048	129793790	129793930
28148	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129792974	129792621	129792858	129793790	129793930
28149	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129792974	129792621	129792892	129793790	129793930
28150	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129792974	129792621	129792897	129793790	129793930
28151	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129792974	129792621	129792973	129793790	129793930
28152	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129793009	129792621	129792974	129793790	129793930
28153	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129793025	129792621	129792974	129793790	129793930
28154	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129793048	129792621	129792974	129793790	129793930
28155	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792621	129793052	129792621	129792974	129793790	129793930
28156	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792640	129792858	129792640	129792827	129793790	129793930
28157	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792640	129792892	129792640	129792827	129793790	129793930
28158	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792640	129792897	129792640	129792827	129793790	129793930
28159	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792640	129792973	129792640	129792827	129793790	129793930
28160	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792640	129793009	129792640	129792827	129793790	129793930
28161	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792640	129793025	129792640	129792827	129793790	129793930
